SIU;LINHA;SUBLINHA;PC; Endereço do Ponto; Nº Imóvel;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23; Total geral ;X;Y
10062;504;1;1;ANTONIO ABRAHAO CARAM, AVE;590;;;;;;;;;;;;;1;;2;1;3;1;4;;2;;;;14;608186.8;7803502.83
10062;506;3;1;ANTONIO ABRAHAO CARAM, AVE;590;;;;;;;;;;;;;;;;;;;1;;;;;;1;608186.8;7803502.83
10062;5106;1;2;ANTONIO ABRAHAO CARAM, AVE;590;;;;;;;;;;;1;;2;;;;;;;;;;;;3;608186.8;7803502.83
10062;64;1;1;ANTONIO ABRAHAO CARAM, AVE;590;;;;;;1;;;;;3;2;;;;2;1;6;1;1;;;1;;19;608186.8;7803502.83
10062;64;3;1;ANTONIO ABRAHAO CARAM, AVE;590;;;;;;;1;;;;2;;1;;;;;1;;;;;;;5;608186.8;7803502.83
10062;67;1;1;ANTONIO ABRAHAO CARAM, AVE;590;;;;;;;;;;;;;;;;;6;2;1;;;;;;9;608186.8;7803502.83
10062;67;5;1;ANTONIO ABRAHAO CARAM, AVE;590;;;;;;;;;;;;;;;;;;1;;;;;;;1;608186.8;7803502.83
10063;503;1;1;ANTONIO ABRAHAO CARAM, AVE;763;;;;;;;;;;;;1;1;;;;1;2;;;;;;;6;608045.07;7803421.35
10063;5106;1;1;ANTONIO ABRAHAO CARAM, AVE;763;;;;;;5;9;1;2;6;4;18;2;3;2;15;18;33;12;4;;1;;;137;608045.07;7803421.35
10063;64;1;1;ANTONIO ABRAHAO CARAM, AVE;763;;;;;;;;;1;;3;1;;1;6;10;3;4;3;;;;;;32;608045.07;7803421.35
10063;64;3;1;ANTONIO ABRAHAO CARAM, AVE;763;;;;;;;1;1;;;2;1;1;1;3;5;4;3;;;;;;;22;608045.07;7803421.35
10063;67;1;1;ANTONIO ABRAHAO CARAM, AVE;763;;;;;;;;;;1;;;1;1;3;;12;1;1;;;;;;21;608045.07;7803421.35
10063;67;5;1;ANTONIO ABRAHAO CARAM, AVE;763;;;;;;;;1;;;;;;;;5;10;;;;;;;;16;608045.07;7803421.35
10064;504;1;1;ANTONIO ABRAHAO CARAM, AVE;810;;;;;;;;1;;2;;;1;1;;2;5;3;4;;;;;;19;607990.39;7803434.44
10064;504;2;1;ANTONIO ABRAHAO CARAM, AVE;810;;;;;;;;;;;;;;;;;;;;;1;;;;1;607990.39;7803434.44
10064;506;1;1;ANTONIO ABRAHAO CARAM, AVE;810;;;;;;;;;2;;;;;;;;5;;;;;;;;7;607990.39;7803434.44
10064;506;2;1;ANTONIO ABRAHAO CARAM, AVE;810;;;;;;;4;1;;2;;;2;;1;;2;;;;;;;;11;607990.39;7803434.44
10064;506;3;1;ANTONIO ABRAHAO CARAM, AVE;810;;;;;;;;;;;;;;;;;;1;3;;;;;;4;607990.39;7803434.44
10064;506;4;1;ANTONIO ABRAHAO CARAM, AVE;810;;;;;;;;;;;;;;;;;;4;3;1;1;;;;9;607990.39;7803434.44
10064;5106;1;2;ANTONIO ABRAHAO CARAM, AVE;810;;;;;;;1;;;;;2;1;;1;;;1;;;;1;;;7;607990.39;7803434.44
10064;64;1;1;ANTONIO ABRAHAO CARAM, AVE;810;;;;;;;;1;1;;2;;;;2;;1;1;1;1;;;2;;12;607990.39;7803434.44
10064;64;3;1;ANTONIO ABRAHAO CARAM, AVE;810;;;;;;;;;;;2;2;;;;1;4;1;;;;;;;10;607990.39;7803434.44
10064;67;1;1;ANTONIO ABRAHAO CARAM, AVE;810;;;;;;;;;;;1;;;1;;4;4;7;;;;;1;;18;607990.39;7803434.44
10064;67;5;1;ANTONIO ABRAHAO CARAM, AVE;810;;;;;;;;;;;;;;;;;;2;;;;;;;2;607990.39;7803434.44
