SIU;LINHA;SUBLINHA;PC; Endereço do Ponto; Nº Imóvel;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23; Total geral ;X;Y
10001;717;2;1;GENERAL OLIMPIO MOURAO FILHO, AVE;122;;;;;;6;1;1;;1;1;3;2;3;;1;;;;2;;;;;22;608912.57;7807026.94
10002;717;2;1;GENERAL OLIMPIO MOURAO FILHO, AVE;159;;;;;;3;1;;;1;;4;;;;;2;3;;;;;;;14;608946.24;7807002.38
10002;718;2;1;GENERAL OLIMPIO MOURAO FILHO, AVE;159;;;;;;;;;;;;10;;;;;;;;;;;;;10;608946.24;7807002.38
10003;717;2;1;GENERAL OLIMPIO MOURAO FILHO, AVE;317;;;;;;2;;1;3;;;;;1;2;3;3;2;2;;;;;;19;609061.86;7806844.34
10004;717;5;1;GENERAL OLIMPIO MOURAO FILHO, AVE;434;;;;;;;;;;;;;;;;;;;;;1;;;;1;609071.78;7806810.24
10005;717;2;1;GENERAL OLIMPIO MOURAO FILHO, AVE;565;;;;;;1;;1;;;;;;;;;2;3;;;;;;;7;609195.9;7806661.41
10006;717;2;1;GENERAL OLIMPIO MOURAO FILHO, AVE;636;;;;;;1;2;4;3;2;1;7;6;;2;1;9;2;;;;;;;39;609197.28;7806639.18
10007;717;2;1;GENERAL OLIMPIO MOURAO FILHO, AVE;759;;;;;;8;3;8;2;1;5;3;8;4;7;11;10;14;7;;;;;;92;609282.38;7806544.25
10007;717;4;1;GENERAL OLIMPIO MOURAO FILHO, AVE;759;;;;;;;;;;;;;;;;;;;;;1;;;;1;609282.38;7806544.25
10008;719;1;1;GENERAL CARLOS GUEDES, AVE;88;;;;;1;;3;2;1;2;2;11;4;4;;4;3;5;;;;;;;42;609936.94;7805939
10008;719;5;1;GENERAL CARLOS GUEDES, AVE;88;;;;;;;;;;;;;;;;;;;;;;3;2;;6;609936.94;7805939
10009;719;1;1;GENERAL CARLOS GUEDES, AVE;137;;;;;;10;12;3;2;2;1;1;;3;6;5;6;5;9;;;;;;66;609922.56;7805952.57
10009;719;4;1;GENERAL CARLOS GUEDES, AVE;137;;;;;;6;10;;;;;;;;;;;;;2;;;;;18;609922.56;7805952.57
10010;719;1;1;GENERAL CARLOS GUEDES, AVE;300;;;;;;;2;;2;2;;7;;3;4;3;5;6;;3;;;;;37;610099.28;7806093.81
10010;719;5;1;GENERAL CARLOS GUEDES, AVE;300;;;;;;;;;;;;;;;;;;;;;2;2;2;3;10;610099.28;7806093.81
10012;717;2;1;GENERAL CARLOS GUEDES, AVE;519;;;;;;;;1;;;;3;;1;;;;2;;;;;;;7;610189.8;7806209.73
10012;719;1;1;GENERAL CARLOS GUEDES, AVE;519;;;;;9;22;40;37;22;5;11;19;12;10;1;9;5;10;5;12;;;;;229;610189.8;7806209.73
10012;719;4;1;GENERAL CARLOS GUEDES, AVE;519;;;;;;10;15;;;;;;;;;;;;;3;;;;;28;610189.8;7806209.73
10012;719;5;1;GENERAL CARLOS GUEDES, AVE;519;;;;;;;;;;;;;;;;;;;;;;4;1;;6;610189.8;7806209.73
10014;717;2;1;GENERAL CARLOS GUEDES, AVE;760;;;;;;;;;;;1;;;;;1;;;;;;;;;3;610318.99;7806462.93
10016;609;1;1;GONCALVES, RUA;57;;;;;;;;;;;;;;;;;;;;;2;;;;2;608430.09;7808621.61
10016;609;3;1;GONCALVES, RUA;57;;;;;;;;;;;;3;;;;;;;;;;;;;3;608430.09;7808621.61
10016;644;1;1;GONCALVES, RUA;57;;;;;6;7;16;10;5;3;;5;6;5;;7;3;3;1;;;;;;79;608430.09;7808621.61
10017;609;2;1;GONCALVES, RUA;68;;;;;;;;2;;;2;;;;;;;;;;;;;;4;608397.08;7808619
10017;609;3;1;GONCALVES, RUA;68;;;;;;;;;;;;2;5;;4;1;;2;;;;;;;13;608397.08;7808619
10017;644;1;1;GONCALVES, RUA;68;;;;;;;1;;;;;;;;;;1;;;;;;;;2;608397.08;7808619
10018;609;2;1;GONCALVES, RUA;255;;;;;;2;1;;6;2;;;;;;;;;;;;;;;10;608204.7;7808520.43
10018;609;3;1;GONCALVES, RUA;255;;;;;;;;;;;1;;;;;;5;;;;;;;;6;608204.7;7808520.43
10018;644;1;1;GONCALVES, RUA;255;;;;;4;11;13;13;5;6;6;5;6;3;3;5;7;7;1;2;;;;;98;608204.7;7808520.43
10019;609;1;1;GONCALVES, RUA;260;;;;;;;;;;;;;;;;;;;;;;1;;;1;608177.29;7808518.42
10019;609;2;1;GONCALVES, RUA;260;;;;;;;;2;;;;;;;;;;;;;;;;;2;608177.29;7808518.42
10019;644;1;1;GONCALVES, RUA;260;;;;;;;;;;;;;;;;;1;;;;1;;;;2;608177.29;7808518.42
10019;644;4;1;GONCALVES, RUA;260;;;;;;;;;;;;;;;;;;;;;;;2;;2;608177.29;7808518.42
10020;631;1;1;LEONTINO FRANCISCO ALVES, AVE;12;;;;;3;1;;;;;;;;;;;;;;;;;;;4;609834.96;7810555.41
10020;641;3;1;LEONTINO FRANCISCO ALVES, AVE;12;;;;1;;;;;;;;;;;;;;;;;;;;;1;609834.96;7810555.41
10022;630;1;1;LEONTINO FRANCISCO ALVES, AVE;209;;;;3;;2;;;;;;;;;;;;;;;;;;;5;609520.75;7810438.61
10022;637;1;1;LEONTINO FRANCISCO ALVES, AVE;209;;;;;;;;;5;3;8;2;;;;1;8;;5;;5;2;;;40;609520.75;7810438.61
10022;637;4;1;LEONTINO FRANCISCO ALVES, AVE;209;;;;;;3;10;;;;;;;;;;;;;;;;;;14;609520.75;7810438.61
10023;631;1;1;LEONTINO FRANCISCO ALVES, AVE;210;;;;;2;1;;;;;;;;;;;;;;;;;;;3;609523.81;7810450.13
10023;631;2;1;LEONTINO FRANCISCO ALVES, AVE;210;;;;;2;;;;;;;;;;;;;;;;;;;;2;609523.81;7810450.13
10023;637;1;1;LEONTINO FRANCISCO ALVES, AVE;210;;;;;;;;;;;3;;1;;;3;3;8;3;5;3;;;;29;609523.81;7810450.13
10024;630;1;1;LEONTINO FRANCISCO ALVES, AVE;275;;;;1;;1;;;;;;;;;;;;;;;;;;;2;609347.98;7810379.95
10024;638;1;1;LEONTINO FRANCISCO ALVES, AVE;275;;;;;6;19;39;25;4;2;6;4;3;2;5;3;2;7;1;2;3;4;;;138;609347.98;7810379.95
10026;631;1;1;LEONTINO FRANCISCO ALVES, AVE;472;;;;;3;6;;;;;;;;;;;;;;;;;;;9;609112.61;7810310.69
10026;631;2;1;LEONTINO FRANCISCO ALVES, AVE;472;;;;;2;;;;;;;;;;;;;;;;;;;;2;609112.61;7810310.69
10027;638;1;1;LEONTINO FRANCISCO ALVES, AVE;489;;;;;5;6;4;8;3;;;;;;;;;;;;;;;;26;609098.08;7810295.17
10028;631;1;1;LEONTINO FRANCISCO ALVES, AVE;540;;;;;2;1;;;;;;;;;;;;;;;;;;;3;609347.49;7810390.29
10028;631;2;1;LEONTINO FRANCISCO ALVES, AVE;540;;;;;2;;;;;;;;;;;;;;;;;;;;2;609347.49;7810390.29
