EV; HR; LT; LG; NV; VL; NL; DG; SV; DT
105;20220708101456;-19,864346;-43,930805;20582;0;5477;0;0;826
105;20220708101502;-19,977902;-44,003697;30349;30;4015;151;0;6468
105;20220708101455;-19,811968;-43,964931;11123;24;1905;124;1;4561
105;20220708101501;-19,944704;-43,984025;40427;0;908;0;1;22607
105;20220708101504;-19,911755;-43,941892;40211;32;8058;215;1;24117
105;20220708101301;-19,889760;-43,966226;40672;0;4736;0;1;25503
105;20220708101503;-19,912998;-43,954612;10896;13;293;151;1;14280
105;20220708101457;-19,942862;-43,963868;20656;0;3474;0;2;7
105;20220708101458;-19,815156;-43,962993;11082;23;493;285;1;4329
105;20220708101456;-19,908169;-43,961473;11072;0;679;0;1;14929
105;20220708101500;-19,892070;-43,928377;20509;6;4514;162;1;9391
105;20220708101435;-19,838370;-43,936145;10905;0;5619;73;0;1373
105;20220708101500;-19,913759;-43,954032;40713;6;739;135;1;8030
105;20220708101158;-19,880083;-43,953447;20878;35;69;36;0;8677
105;20220708101500;-19,842418;-43,968200;10481;19;5577;62;1;7531
105;20220708101503;-19,919455;-43,899117;20654;0;7761;0;1;14108
105;20220708101504;-19,868293;-44,015014;40655;0;1066;0;0;3369
105;20220708101437;-19,917725;-43,994869;40755;0;93;0;0;13141
105;20220708101432;-19,797390;-44,011893;40512;0;502;0;0;5408
105;20220708101335;-19,976605;-43,992126;30916;29;908;35;1;4829
105;20220708101302;-19,903015;-43,930121;20477;34;5282;70;1;15885
105;20220708101432;-19,995850;-44,005925;30760;10;281;240;1;3317
105;20220708101500;-19,846983;-44,006049;40492;25;297;311;1;36851
105;20220708101504;-19,869823;-43,907349;10503;0;693;0;3;9335
105;20220708101459;-19,908163;-43,959666;20716;35;299;103;1;17603
105;20220708101501;-19,874170;-43,909299;20454;0;617;0;0;7135
105;20220708101506;-19,935135;-43,924947;11186;32;590;16;2;2233
105;20220708101504;-19,915893;-43,884470;10370;32;610;243;1;4131
105;20220708101503;-19,950301;-43,981263;30423;0;5630;0;1;3040
105;20220708101501;-19,867242;-43,898904;20686;0;407;0;1;25350
105;20220708101503;-19,907899;-43,960764;40800;40;307;269;2;15844
105;20220708101459;-19,899929;-43,992000;20336;0;4614;0;2;20678
105;20220708101502;-19,833644;-43,966886;11034;24;493;21;1;13455
105;20220708101459;-19,888200;-43,895874;20811;0;2374;0;1;20900
105;20220708101505;-19,924223;-43,937979;40299;34;746;290;2;3559
105;20220708101502;-19,871004;-44,010094;40632;0;326;0;0;7848
105;20220708101440;-19,874434;-43,908880;20713;0;565;0
105;20220708101455;-19,908295;-43,962482;20950;22;4614;253;2;13534
105;20220708101503;-19,977517;-44,022437;30340;7;1022;71;1;15551
105;20220708101403;-19,937420;-43,947283;20630;0;614;237;1;10176
105;20220708101501;-19,832511;-43,963241;10977;47;5602;24;1;11150
105;20220708101506;-19,925562;-43,984447;20725;33;639;158;3;14042
105;20220708101457;-19,881848;-43,957043;40656;49;355;73;0;600
105;20220708101433;-19,910195;-44,023215;20805;0;2374;0;3;20654
105;20220708101510;-19,976329;-43,937862;20712;0;737;0;1;25149
105;20220708101500;-19,797600;-44,011915;10930;0;6866;0;0;9926
105;20220708101432;-19,921236;-43,868867;20372;23;772;30;1;25840
105;20220708101501;-19,979556;-44,006126;31076;57;245;198;1;24597
105;20220708101502;-19,796914;-43,951660;11080;0;1863;0;1;9202
105;20220708101503;-19,850468;-43,964178;20530;1;5675;307;2;9742
105;20220708101454;-19,932433;-43,971764;30751;0;599;0;1;11301
105;20220708101508;-19,885821;-43,944804;40666;1;700;164;2;4181
105;20220708101501;-19,911703;-43,921105;40357;0;3405;0;2;11018
105;20220708101459;-19,876594;-43,906647;10989;0;3638;0;0;20426
105;20220708101501;-19,921471;-43,942713;40400;1;655;82;3;8493
105;20220708101506;-19,898714;-43,981789;11149;34;821;211;1;10187
105;20220708101500;-19,928964;-43,956524;40782;14;1066;235;2;14547
105;20220708101435;-19,900235;-43,952221;11163;17;753;174;2;2634
105;20220708101433;-19,797145;-44,013034;30749;0;5572;0;0;2965
105;20220708101435;-19,830003;-44,013841;10888;0;2974;0;0;1640
105;20220708101500;-19,970010;-43,995959;30768;41;206;257;1;29774
105;20220708101501;-19,864340;-43,917329;30756;29;597;266;1;2902
105;20220708101504;-19,884243;-43,962603;11178;0;734;0;3;12462
105;20220708101236;-19,922324;-43,995579;40835;0;737;0;3;12229
105;20220708101503;-19,817593;-43,892396;20892;18;851;177;1;8777
105;20220708101502;-19,929236;-43,986275;30781;47;3357;161;1;4699
105;20220708101506;-19,789266;-44,015865;10438;0;5577;0;0;6642
105;20220708101508;-19,873741;-43,909412;20842;0;826;0;0;6648
105;20220708101504;-19,900660;-43,995728;40696;43;7119;103;0;2670
105;20220708101504;-19,923147;-43,943515;40448;30;364;101;1;12227
105;20220708101512;-19,800827;-43,978022;10682;0;1918;0;0;1728
105;20220708101506;-19,863792;-43,920978;20812;0;372;0;0;15082
105;20220708101500;-19,892858;-43,908933;20740;49;565;229;3;2253
105;20220708101438;-19,932447;-44,000623;20870;14;69;334;2;22802
105;20220708101432;-19,863499;-43,920844;20704;0;844;0;0;1740
105;20220708101503;-19,951061;-43,981185;31031;0;243;0;1;35545
105;20220708101505;-19,824596;-43,955400;40559;23;4023;218;0;1127
105;20220708101436;-19,811649;-43,965398;10976;0;768;0;1;7424
105;20220708101511;-19,863786;-43,920962;20833;0;416;0;0;5935
105;20220708101500;-19,868927;-43,889360;20785;38;409;134;0;1202
105;20220708101433;-19,973502;-44,019286;20614;0;4023;0;1;27098
105;20220708101505;-19,984554;-44,014432;30344;17;268;342;1;9627
105;20220708101506;-19,856534;-43,882355;20343;17;5541;257;1;7037
105;20220708101503;-19,904464;-44,019631;40217;7;364;100;0;803
105;20220708101459;-19,981526;-44,015593;30343;26;268;73;1;3733
105;20220708101504;-19,816089;-43,977234;30538;34;5602;202;1;14577
105;20220708101504;-19,973436;-44,019951;30819;0;3997;0;1;12630
105;20220708101507;-19,889920;-43,924780;20914;12;588;36;1;18340
105;20220708101500;-19,972110;-43,966750;40860;6;7419;234;1;11906
105;20220708101327;-19,961768;-43,982201;40424;19;660;153;2;2250
105;20220708101510;-19,879028;-44,004654;10742;0;290;0;1;29965
105;20220708101507;-19,926081;-43,930775;31084;20;899;249;1;17427
105;20220708101506;-19,862437;-43,976152;40565;23;5700;337;2;18329
105;20220708101506;-19,908984;-43,955428;10921;11;349;149;1;1861
105;20220708101504;-19,921941;-43,943092;40600;5;355;279;2;8528
105;20220708101503;-19,993897;-44,030752;30549;9;225;271;1;927
105;20220708101504;-19,912166;-43,928864;20899;0;2374;0;2;8069
105;20220708101502;-19,956303;-43,962830;20885;20;629;119;1;18929
105;20220708101505;-19,919115;-43,935065;20890;3;72;267;1;16189
105;20220708101434;-19,913959;-43,930378;10839;10;502;184;1;16726
105;20220708101440;-19,913414;-43,881231;20751;6;695;236;0;177
105;20220708101502;-19,868526;-44,015050;40538;0;6538;0;0;9543
105;20220708101502;-19,925958;-43,934538;11167;33;340;153;1;7932
105;20220708101508;-19,884908;-43,979771;10640;0;394;0;0;3824
105;20220708101431;-19,994224;-44,023896;30816;7;234;222;1;9626
105;20220708101435;-19,954007;-44,017711;30874;0;987;0;1;5156
105;20220708101434;-19,863846;-43,935251;30605;0;502;0;0;9776
105;20220708101305;-19,879298;-43,981769;40773;28;608;198;1;21514
105;20220708101505;-19,972496;-43,974076;30976;15;660;334;1;24727
105;20220708101501;-19,916631;-43,951166;11185;11;608;105;2;10722
105;20220708101503;-19,864411;-43,928769;31057;3;3357;285;1;18016
105;20220708101436;-19,973407;-44,019768;31007;0;899;0;1;31854
105;20220708101436;-19,914619;-43,942927;40841;17;7121;194;1;12698
105;20220708101200;-19,914401;-43,953773;20591;6;4661;186;1;14810
105;20220708101505;-19,801087;-43,978107;10675;0;5777;0;0;4312
105;20220708101501;-19,845445;-43,915216;20680;8;849;223;1;12926
105;20220708101431;-19,873863;-43,908956;20467;0;1563;0;0;6155
105;20220708101436;-19,896299;-43,949312;11195;0;4736;0;1;3141
105;20220708101307;-19,916961;-43,925461;20734;8;653;242;1;2146
105;20220708101504;-19,852814;-43,897136;20545;17;5477;1;1;8613
105;20220708101506;-19,976053;-43,939711;30870;37;100;50;1;23174
105;20220708101505;-19,875458;-43,928996;40677;38;380;240;1;4600
105;20220708101506;-19,825862;-43,999989;11157;0;5572;0;1;15039
105;20220708101459;-19,863572;-43,928875;10914;0;303;229;0;4565
105;20220708101434;-19,902248;-43,964083;10532;0;877;0;0;5057
105;20220708101504;-19,814574;-43,959884;30746;0;1905;0;1;8804
105;20220708101436;-19,822795;-43,946592;30651;0;4023;79;3;24389
105;20220708101505;-19,893694;-43,950034;10805;48;5620;162;1;5999
105;20220708101358;-19,931091;-43,969024;31088;35;899;91;1;11409
105;20220708101506;-19,940157;-43,935286;10959;0;712;0;1;3762
105;20220708101504;-19,905506;-43,985160;10940;48;303;309;2;15720
105;20220708101437;-19,908821;-43,914560;40348;14;3405;242;1;5049
105;20220708101421;-19,987278;-43,954194;30886;55;1115;38;1;13448
105;20220708101501;-19,904184;-43,933842;10840;27;4514;72;1;23351
105;20220708101503;-19,925133;-43,917412;20857;35;614;104;1;20517
105;20220708101503;-19,946266;-43,933646;30840;0;90;0;1;10315
105;20220708101459;-19,919500;-43,899323;40354;4;648;73;2;11024
105;20220708101507;-19,959373;-43,943745;30858;43;100;219;1;14834
105;20220708101503;-19,929866;-44,007128;11166;23;59;12;3;7710
105;20220708101506;-19,931213;-43,967008;40537;2;908;3;1;12700
105;20220708101500;-19,863384;-43,990875;10738;37;293;320;1;30485
105;20220708101507;-19,924705;-43,931847;40670;1;700;11;1;5994
105;20220708101435;-19,885888;-43,979155;10922;0;348;0;0;5142
105;20220708101506;-19,875227;-43,953471;20527;23;3740;162;1;7688
105;20220708101505;-19,882515;-43,961214;40815;41;4054;260;0;2855
105;20220708101508;-19,907840;-43,883849;20346;0;612;0;1;174661
105;20220708101205;-19,914589;-43,989482;30904;12;737;220;2;16316
105;20220708101507;-19,863278;-43,925415;20789;9;5477;201;1;1046
105;20220708101502;-19,838595;-43,980400;10615;14;490;104;1;25187
105;20220708101505;-19,916674;-43,950782;20807;0;739;0;1;8575
105;20220708101501;-19,928506;-43,969034;30920;16;97;265;2;9214
105;20220708101200;-19,849677;-43,885684;20368;0;5541;0;1;9922
105;20220708101457;-19,886366;-43,893505;20781;0;5477;0;0;8359
105;20220708101503;-19,995216;-44,024724;30561;0;207;0;1;30704
105;20220708101503;-19,790042;-44,015296;10778;0;550;139;0;6405
105;20220708101506;-19,999516;-44,045773;30470;5;6698;340;1;12480
105;20220708101305;-19,812658;-43,992141;30541;14;5602;347;1;225
105;20220708101504;-19,917044;-43,941722;10765;1;3740;355;1;14070
105;20220708101506;-19,925043;-43,907563;11086;1;674;77;2;11402
105;20220708101503;-19,913518;-43,890423;40601;0;1077;0;2;18965
105;20220708101437;-19,920026;-43,996866;40767;0;739;0;0;564
105;20220708101505;-19,920787;-43,936391;20413;0;576;0;1;6685
105;20220708101505;-19,912964;-43,945872;40842;0;288;0;1;14094
105;20220708101505;-19,944082;-43,989445;31058;0;3357;0;0;5965
105;20220708101503;-19,910181;-43,941508;30596;27;952;155;1;10335
105;20220708101438;-19,874361;-43,908991;10391;0;5541;0;1;2
105;20220708101436;-19,876167;-43,906468;20441;0;374;0;0;3875
105;20220708101504;-19,915308;-43,905451;20887;0;629;0;1;32538
105;20220708101504;-19,970337;-43,997106;30689;40;245;77;1;4312
105;20220708101511;-19,895077;-43,930217;20796;0;579;0;2;10183
105;20220708101504;-19,882395;-43,999835;40764;28;7119;173;1;4411
105;20220708101446;-19,963217;-43,947657;20826;21;579;101;1;12938
105;20220708101504;-19,961310;-43,965276;40734;8;908;5;0;6566
105;20220708101238;-19,924775;-43,936766;20517;3;4514;22;1;18927
105;20220708101506;-19,968130;-43,954332;20710;23;737;4;2;3676
105;20220708101441;-19,797805;-43,953456;10956;0;3896;0;1;11214
105;20220708101438;-19,864392;-43,930421;20340;0;807;0;1;8716
105;20220708101332;-19,863815;-43,926954;20574;7;5284;226;1;16263
105;20220708101513;-19,829968;-44,013631;10924;0;293;0;0;1705
105;20220708101506;-19,868487;-44,014580;40659;0;357;0;1;31547
105;20220708101507;-19,915455;-43,934235;10726;13;651;194;1;2931
105;20220708101438;-19,993974;-44,012596;30570;4;221;52;1;4565
105;20220708101506;-19,963961;-43,963349;30578;0;952;0;0;2092
105;20220708101505;-19,861163;-43,965272;40629;38;5322;250;1;10697
105;20220708101438;-19,905621;-44,017291;40745;1;364;139;1;28640
105;20220708101459;-19,963983;-43,964078;40805;3;329;185;0;9737
105;20220708101504;-19,874571;-43,976872;10992;46;299;0;1;27616
105;20220708101507;-19,924460;-43,949738;30867;0;930;0;1;12540
105;20220708101434;-19,797424;-44,012205;11155;0;5572;0;0;2955
105;20220708101504;-19,877989;-43,911172;20457;31;763;41;1;23993
105;20220708101439;-19,881645;-43,895489;20560;0;622;0;3;11307
105;20220708101503;-19,962085;-43,957114;10500;39;349;150;1;10402
105;20220708101435;-19,885392;-43,979870;40566;0;7140;0;0;6892
105;20220708101433;-19,993132;-44,023412;30400;0;238;237;1;41596
105;20220708101439;-19,821257;-43,966499;10973;9;5602;126;1;6096
105;20220708101437;-19,954698;-43,831631;30802;0;90;0;0;2608
105;20220708101503;-19,963735;-43,964168;30375;0;5713;0;0;7119
105;20220708101506;-19,959147;-43,965087;30624;42;952;339;0;4574
105;20220708101506;-19,941863;-43,965301;30997;0;90;0;1;0
105;20220708101442;-19,963883;-43,963548;40626;0;962;0
105;20220708101439;-19,929524;-43,931117;30821;21;7340;50;1;21468
105;20220708101440;-19,901616;-43,906239;40316;31;890;251;0;2285
105;20220708101504;-19,886788;-43,979499;40821;11;3409;303;0;8660
105;20220708101429;-19,950038;-43,936845;30714;8;238;223;1;25115
105;20220708101438;-19,919688;-44,025573;20803;43;2374;116;0;2053
105;20220708101458;-19,864406;-43,927158;20599;0;5284;0;1;16611
105;20220708101435;-19,874227;-43,909194;20456;0;1629;0;0;5387
105;20220708101436;-19,963544;-43,963818;30857;0;5713;0;0;8164
105;20220708101440;-19,915175;-43,993906;30654;0;4023;0;2;12883
105;20220708101506;-19,852141;-43,927645;20448;0;853;28;0;1842
105;20220708101505;-19,874128;-43,909554;10741;0;2657;0;0;3810
105;20220708101504;-19,890979;-43,966177;10889;2;290;307;1;19620
105;20220708101509;-19,971525;-44,000106;20896;42;7419;219;1;17746
105;20220708101440;-19,930791;-43,963805;30998;21;353;257;1;10165
105;20220708101506;-19,856274;-43,923472;20672;38;69;201;2;4426
105;20220708101506;-19,928139;-43,950249;31002;0;899;0;1;19631
105;20220708101506;-19,917124;-43,941670;20486;4;5284;28;1;8686
105;20220708101506;-19,983605;-43,982296;30734;7;2186;302;1;629
105;20220708101439;-19,822459;-43,947870;30879;38;4194;109;1;2758
105;20220708101506;-19,979214;-44,005927;31035;57;243;20;1;4842
105;20220708101328;-19,797297;-44,012214;10814;0;541;0;0;5424
105;20220708101505;-19,863240;-43,927595;20665;0;72;0;1;5332
105;20220708101434;-19,910009;-43,956222;10756;3;550;166;1;16145
105;20220708101436;-19,967997;-43,992130;31008;29;238;186;1;36833
105;20220708101508;-19,829843;-44,023949;10737;0;293;0;1;37342
105;20220708101504;-19,847646;-43,917586;20904;0;3693;0;1;16655
105;20220708101440;-19,844185;-43,945919;20386;12;6158;72;1;9898
105;20220708101436;-19,806859;-43,979987;10779;1;550;183;0;1760
105;20220708101510;-19,945173;-44,005277;30555;24;207;212;1;23753
105;20220708101436;-19,878248;-43,912468;20841;18;4614;102;2;3255
105;20220708101503;-19,918714;-43,968455;30969;24;351;248;1;5827
105;20220708101438;-19,985720;-44,012830;10463;0;268;0;1;10612
105;20220708101437;-19,829991;-44,014010;11110;0;293;0;0;1664
105;20220708101437;-19,837962;-43,936712;10817;1;303;249;0;13078
105;20220708101510;-19,899903;-43,946323;20497;22;5700;331;2;11382
105;20220708101502;-19,867704;-43,985439;40494;20;296;279;1;27568
105;20220708101437;-19,863738;-43,928004;20644;5;1631;9;1;17717
105;20220708101502;-19,931130;-43,937589;31006;16;97;292;2;2920
105;20220708101506;-19,917914;-43,887997;20653;27;7761;315;1;1849
105;20220708101434;-19,796371;-44,010754;20491;0;3749;0;0;8574
105;20220708101439;-19,869722;-44,014527;40603;0;355;0;0;11391
105;20220708101506;-20,003906;-44,011047;30361;17;919;69;1;5754
105;20220708101301;-19,994021;-44,023514;30774;19;207;221;1;31446
105;20220708101436;-19,904383;-43,963137;30918;18;353;98;1;3671
105;20220708101504;-19,926600;-43,951877;30765;0;207;0;1;15355
105;20220708101511;-19,898140;-43,947602;30610;31;5620;323;2;12258
105;20220708101440;-19,911608;-44,021375;40717;0;2374;0;2;19904
105;20220708101439;-19,868470;-44,014406;40788;13;357;329;1;32165
105;20220708101438;-19,915373;-43,945060;11024;0;305;0;2;11410
105;20220708101503;-19,849895;-43,898899;20468;0;1629;0;1;7430
105;20220708101442;-19,797212;-44,012848;20474;0;495;0;0;5501
105;20220708101437;-19,855700;-43,918075;20419;21;1633;248;1;8543
105;20220708101505;-19,844245;-43,926084;30669;6;66;258;2;560
105;20220708101440;-19,921653;-43,943156;20886;16;629;62;1;26869
105;20220708101438;-19,853270;-43,889784;20332;26;1625;232;1;7964
105;20220708101437;-19,879810;-43,910963;10866;8;753;41;2;13343
105;20220708101438;-19,989653;-43,993672;30935;13;908;268;1;29535
105;20220708101511;-19,842954;-43,967233;40571;0;7140;0;0;0
105;20220708101437;-19,852468;-43,928112;20447;1;851;178;0;8286
105;20220708101442;-19,796555;-44,013615;30750;0;5609;0;0;5523
105;20220708101436;-19,837995;-43,936243;20587;0;952;0;0;3203
105;20220708101505;-19,917836;-43,941047;40859;6;737;192;1;9768
105;20220708101431;-19,871902;-43,984179;40270;10;288;23;1;4047
105;20220708101434;-19,975611;-44,015749;30864;27;930;349;1;26463
105;20220708101433;-19,809444;-43,969893;10797;0;495;0;1;31640
105;20220708101508;-19,862996;-43,935578;30414;0;7079;0
105;20220708101436;-19,915505;-43,939387;20617;16;5284;268;1;7308
105;20220708101507;-19,927788;-43,941295;20830;0;721;0;1;2767
105;20220708101236;-19,970473;-43,957685;11107;12;597;86;2;2769
105;20220708101439;-19,869094;-44,014453;11172;0;5716;0;0;5193
105;20220708101503;-19,781506;-43,987007;10646;0;1917;0;1;14846
105;20220708101440;-19,920584;-43,941121;30784;29;3357;55;1;10002
105;20220708101441;-19,863609;-43,935387;30631;0;6559;349;0;1394
105;20220708101430;-19,964069;-43,963260;10783;0;952;0;0;1969
105;20220708101439;-19,904876;-43,935837;20478;43;5397;251;1;5460
105;20220708101438;-19,915519;-43,940415;40502;0;5559;0;1;11308
105;20220708101434;-19,801142;-43,978143;11134;0;1918;0;0;1381
105;20220708101426;-20,005069;-44,035285;30731;0;253;89;1;9422
105;20220708101439;-19,809716;-43,969363;11087;0;490;256;1;15
105;20220708101501;-19,928164;-43,936972;20731;27;565;13;2;7926
105;20220708101436;-19,852948;-43,921785;20903;34;847;28;1;1650
105;20220708101438;-19,864399;-43,930304;10378;0;8118;0;1;23432
105;20220708101438;-19,900631;-43,945596;20458;16;606;326;1;14442
105;20220708101425;-19,894010;-43,911872;20691;4;622;339;1;3691
105;20220708101438;-19,864617;-43,927775;11104;0;810;116;1;11428
105;20220708101507;-19,937844;-43,996511;30552;0;207;0;1;22434
105;20220708101507;-19,901921;-43,963918;10961;0;710;0
105;20220708101440;-19,952789;-43,938460;40409;0;660;0;2;13710
105;20220708101510;-19,906064;-43,994024;10642;0;679;0;2;981
105;20220708101507;-19,835334;-43,964770;10694;35;550;204;1;4753
105;20220708101433;-19,874136;-43,909585;20953;0;2956;0
105;20220708101434;-19,868499;-44,015083;40749;0;1077;0;1;24300
105;20220708101446;-19,796923;-44,011718;10639;0;1917;0;0;5108
105;20220708101439;-19,876248;-43,928566;20583;1;5397;21;1;15225
105;20220708101439;-19,784737;-43,982231;10964;3;1918;214;1;6890
105;20220708101438;-19,929690;-43,911742;40390;19;686;210;1;1224
105;20220708101508;-19,924345;-43,922738;40595;1;671;116;2;10969
105;20220708101501;-19,930849;-43,963548;11001;0;599;0;2;8490
105;20220708101507;-19,796384;-44,011291;10658;0;1917;0
105;20220708101504;-19,845396;-43,907917;40785;0;309;0;2;0
105;20220708101430;-19,936959;-43,936171;40811;0;739;0;2;3981
105;20220708101505;-19,912135;-43,903135;30972;21;643;257;1;2387
105;20220708101442;-19,972757;-44,017188;30682;44;915;242;1;10658
105;20220708101432;-19,929832;-43,959618;20243;0;629;0;1;10547
105;20220708101507;-19,925620;-43,989707;40846;0;737;280;2;18350
105;20220708101440;-19,969071;-43,986859;11009;34;597;285;3;2130
105;20220708101502;-19,934191;-43,972444;30914;0;97;0;1;0
105;20220708101508;-19,788964;-43,982475;10931;20;768;210;1;2557
105;20220708101441;-19,852244;-43,927686;20667;2;847;337;0;1588
105;20220708101330;-19,807095;-43,927101;11094;38;3745;356;1;1560
105;20220708101509;-19,918079;-43,935584;11070;0;693;0;2;10670
105;20220708101505;-19,872983;-43,942730;40667;17;700;77;1;14966
105;20220708101442;-19,874345;-43,909697;20463;0;6039;0;0;6201
105;20220708101504;-19,940331;-43,967133;30843;38;90;315;0;299
105;20220708101437;-20,007280;-44,035428;30806;0;1022;0;1;11215
105;20220708101238;-19,977006;-43,940586;40712;19;737;224;1;20121
105;20220708101441;-19,830632;-43,947126;10612;0;5614;0;1;14870
105;20220708101442;-19,920671;-43,956932;11112;0;710;0;1;13352
105;20220708101440;-19,840317;-43,967056;30630;30;4661;25;1;32545
105;20220708101458;-19,959679;-43,943761;30883;27;238;40;1;16954
105;20220708101438;-19,934797;-43,956786;30831;0;90;0;1;3658
105;20220708101505;-19,858164;-43,924068;30783;14;3357;23;1;18870
105;20220708101506;-19,930722;-43,962787;30408;1;1066;77;1;9381
105;20220708101442;-19,916337;-43,952476;11065;5;394;109;1;9971
105;20220708101508;-19,988303;-44,042959;30809;27;4018;228;1;44592
105;20220708101432;-19,898721;-43,915074;40675;0;3409;0;2;11448
105;20220708101438;-19,936430;-43,962468;31018;10;90;196;2;9714
105;20220708101440;-19,920571;-43,937582;30929;29;7079;338;0;3036
105;20220708101439;-19,914338;-43,987696;40721;7;739;278;2;12805
105;20220708101503;-19,870872;-43,955245;20488;40;5564;342;1;23544
105;20220708101507;-19,912229;-43,955765;40213;2;366;331;1;10082
105;20220708101510;-19,903876;-43,893675;40338;24;660;42;2;16107
105;20220708101442;-19,924116;-43,897296;10739;0;610;0;1;30612
105;20220708101444;-19,921123;-43,957655;40855;0;93;0;1;3328
105;20220708101508;-19,933381;-43,945482;20793;9;579;35;2;4367
105;20220708101409;-19,901035;-43,991187;10671;0;5706;0;1;11087
105;20220708101505;-19,906244;-43,984392;40681;12;5979;323;1;24616
105;20220708101434;-19,863684;-43,927466;20902;1;851;60;1;17475
105;20220708101439;-19,829403;-43,941780;20541;50;502;333;1;33910
105;20220708101506;-19,800435;-43,978738;10957;0;1863;39;0;3779
105;20220708101440;-19,922757;-43,969895;11201;0;872;0;1;15527
105;20220708101442;-19,939639;-43,953933;30908;0;737;6;2;7532
105;20220708101445;-19,914165;-43,989499;20829;0;372;0;1;6196
105;20220708101452;-19,919747;-43,996346;20806;0;2374;277;0;5444
105;20220708101506;-19,809358;-43,969647;10660;0;1917;0;1;7282
105;20220708101436;-19,830312;-44,013327;10715;7;293;19;0;1662
105;20220708101437;-19,876297;-43,907080;20452;0;606;0;0;0
105;20220708101507;-19,803840;-43,978830;10971;0;505;270;1;1592
105;20220708101440;-19,870173;-43,944407;11159;51;4736;85;0;3714
105;20220708101239;-19,941262;-44,001330;40646;17;88;232;1;387
105;20220708101504;-19,931596;-43,907442;11184;0;636;143;1;0
105;20220708101509;-19,883765;-43,931747;20906;0;579;0;0;0
105;20220708101439;-19,915965;-43,941215;30925;0;7079;0;1;9629
105;20220708101341;-19,917083;-43,941626;20450;0;6740;0;1;5018
105;20220708101439;-19,885875;-43,893192;20788;0;407;0;0;4007
105;20220708101439;-19,924123;-43,916424;20859;35;614;14;1;20613
105;20220708101509;-19,929377;-43,976951;20733;12;639;251;1;13632
105;20220708101440;-19,928428;-44,004290;20877;0;69;0;2;24489
105;20220708101439;-19,822773;-43,947122;20567;4;5547;5;3;6985
105;20220708101507;-19,949161;-44,011664;31090;18;899;243;1;27124
105;20220708101500;-19,940026;-43,932960;31009;0;238;0;1;19293
105;20220708101443;-19,843171;-43,966910;10691;27;550;340;1;34302
105;20220708101443;-19,852253;-43,928004;20674;0;68;230
105;20220708101343;-19,919020;-43,888700;20328;0;716;0;0;4951
105;20220708101443;-19,982551;-44,031395;30461;43;926;228;1;1564
105;20220708101441;-19,952247;-43,970050;31000;1;90;255;0;2465
105;20220708101440;-19,924677;-43,919134;20707;22;614;110;1;20334
105;20220708101440;-19,849975;-43,964790;30612;0;5620;0;2;18101
105;20220708101310;-19,852730;-43,899054;20642;0;1631;0;1;6647
105;20220708101442;-19,973292;-44,019426;30530;0;3995;0;1;31369
105;20220708101438;-19,885477;-43,979642;10507;0;394;0
105;20220708101444;-19,923864;-43,940719;10628;0;763;0;1;17064
105;20220708101434;-19,870611;-44,010189;40845;0;307;0;0;15478
105;20220708101439;-19,853781;-43,926916;31040;12;79;189;2;1071
105;20220708101439;-19,801067;-43,978468;11135;0;1918;0;0;1549
105;20220708101510;-19,893847;-43,949898;40543;34;5559;336;1;14013
105;20220708101440;-19,885594;-43,909988;40762;1;5317;170;2;16889
105;20220708101443;-19,867942;-43,956205;20482;1;5564;159;1;3138
105;20220708101510;-19,835691;-43,982696;11078;17;5580;198;1;1926
105;20220708101506;-19,904231;-43,905981;20792;24;629;207;1;908
105;20220708101506;-19,902196;-43,964011;10568;0;877;267
105;20220708101441;-19,973096;-44,019147;30643;0;249;0;1;10614
105;20220708101504;-19,887044;-44,010919;40750;23;671;35;0;4448
105;20220708101441;-19,976453;-44,017592;40221;0;911;0;1;941
105;20220708101442;-19,830361;-44,013182;10749;0;292;0;0;1572
105;20220708101449;-19,937823;-43,996370;30981;0;107;0;2;11004
105;20220708101440;-19,869842;-44,014500;40596;0;340;0;0;9990
105;20220708101437;-19,913275;-43,930526;20797;0;721;0;1;9922
105;20220708101439;-19,875154;-43,908761;20484;0;5976;0;0;13201
105;20220708101443;-19,838491;-43,936353;11014;0;3745;0
105;20220708101450;-19,932738;-43,990906;30664;4;107;87;1;3514
105;20220708101440;-19,952382;-43,970041;30841;0;90;0;0;2554
105;20220708101442;-19,863587;-43,897382;20685;23;409;314;1;233
105;20220708101509;-19,867822;-43,984962;40844;29;309;275;2;22550
105;20220708101441;-19,837984;-43,882930;20307;54;3695;76;1;7257
105;20220708101441;-19,900991;-43,905434;20739;30;639;31;3;14192
105;20220708101449;-19,876432;-43,931051;20916;29;7739;67;1;3512
105;20220708101444;-19,927175;-43,953171;30430;0;5632;0;1;15595
105;20220708101442;-19,939264;-43,928607;20943;5;725;243;1;2049
105;20220708101439;-19,873963;-43,909401;10519;0;2359;339;0;7924
105;20220708101443;-19,930968;-43,983132;30562;36;905;76;1;8848
105;20220708101504;-19,897438;-43,927861;30429;52;3357;188;0;7556
105;20220708101441;-19,841392;-43,921981;20924;29;68;107;0;1622
105;20220708101441;-19,973747;-43,948380;20742;0;565;0;1;18622
105;20220708101408;-19,863793;-43,930369;20659;49;695;271;1;16010
105;20220708101438;-19,795810;-44,011403;10799;0;6018;0;0;0
105;20220708101440;-19,830558;-44,013871;11111;0;5567;0;0;1626
105;20220708101441;-19,838491;-43,936371;10611;0;5619;0;0;1408
