EV; HR; LT; LG; NV; VL; NL; DG; SV; DT
105;20220708101452;-19,877724;-44,006490;40266;8;307;99;0;0
105;20220708101455;-19,800968;-43,977824;10686;0;5584;0;0;0
105;20220708101456;-19,830463;-44,013941;11127;0;0
105;20220708101450;-19,960466;-43,973493;10906;20;597;301;1;22439
105;20220708101449;-19,888332;-43,967837;11045;6;293;319;1;26776
105;20220708101506;-19,945834;-43,965619;40664;4;594;345;2;0
105;20220708101218;-19,973620;-44,019745;31067;0;987;0;1;30282
105;20220708101456;-19,801060;-43,978542;10875;0;1918;0;0;1404
105;20220708101455;-19,941667;-43,933535;11199;39;585;193;1;12093
105;20220708101452;-19,905908;-44,017063;40524;0;402;0;2;21260
105;20220708101500;-19,833905;-43,964001;20525;39;4661;23;1;33418
105;20220708101453;-19,811434;-43,962852;10679;36;541;308;1;28519
105;20220708101447;-19,950124;-43,989411;20937;0;639;0;2;566
105;20220708101453;-19,910592;-43,955711;20451;31;664;333;1;8612
105;20220708101449;-19,990921;-43,965228;30996;50;238;264;1;32203
105;20220708101423;-19,864686;-43,944038;40688;0;389;0;1;22776
105;20220708101455;-19,891520;-43,965647;11027;0;305;0;1;4535
105;20220708101444;-19,951645;-43,986075;30794;27;2557;286;1;4052
105;20220708101448;-19,915602;-43,945020;30598;39;952;39;3;9037
105;20220708101422;-19,829995;-44,013813;11022;0;3536;0;0;6919
105;20220708101453;-19,964000;-43,963776;30705;1;6;302;0;4212
105;20220708101450;-19,878101;-43,977083;11040;51;290;162;1;7502
105;20220708101453;-19,838485;-43,936799;10748;0;5564;0;0;8360
105;20220708101456;-19,987126;-44,035933;30865;0;4015;191;1;3398
105;20220708101448;-19,890476;-43,919792;20546;1;409;37;1;20886
105;20220708101301;-19,900802;-43,991394;40727;0;5323;0;1;20495
105;20220708101457;-19,874156;-43,909789;40362;1;1625;324;0;4129
105;20220708101219;-19,918261;-43,911590;30623;25;643;59;2;16972
105;20220708101450;-19,842293;-44,010050;40618;0;297;0;1;4069
105;20220708101457;-19,973445;-43,948005;11105;3;585;26;1;20019
105;20220708101457;-19,830391;-44,013024;10944;0;5563;0;0;2775
105;20220708101423;-19,863343;-43,935710;30655;0;4661;0;0;6507
105;20220708101452;-19,830422;-44,013116;10891;0;3536;0;0;6193
105;20220708101454;-19,916555;-43,951158;10788;7;550;88;1;17259
105;20220708101448;-19,923352;-43,982687;30983;6;3357;1;2;19432
105;20220708101415;-19,995009;-44,024908;30823;0;240;0;1;35026
105;20220708101455;-19,934655;-43,977383;30488;14;351;344;2;10064
105;20220708101421;-19,797016;-44,013742;40635;0;5602;0;0;3516
105;20220708101455;-19,923466;-43,946362;30560;35;206;224;1;19282
105;20220708101452;-19,940939;-44,019546;40647;33;1068;96;1;33682
105;20220708101456;-19,910920;-43,962451;30892;0;1066;0;2;8733
105;20220708101451;-19,914221;-43,980895;11058;0;59;0;2;7399
105;20220708101455;-19,800807;-43,978906;10479;0;6998;0;0;3570
105;20220708101452;-19,889608;-43,994988;40710;25;7119;346;2;24541
105;20220708101450;-19,968322;-43,991178;30885;40;1115;22;1;35198
105;20220708101452;-19,913355;-43,958782;40654;23;671;303;1;10606
105;20220708101450;-19,863340;-43,927055;20430;2;847;42;1;11161
105;20220708101448;-19,970394;-44,016184;31019;1;6016;102;0;1476
105;20220708101450;-19,973582;-44,019572;30872;0;4018;0;0;5647
105;20220708101456;-19,873893;-43,908916;10755;0;5996;0;0;13162
105;20220708101455;-19,953459;-43,969667;30627;0;952;97;0;2438
105;20220708101455;-19,873928;-43,909134;20845;0;4614;0
105;20220708101452;-19,853001;-43,909053;40838;6;307;89;1;23559
105;20220708101453;-19,879234;-43,996292;40771;26;7119;32;2;27540
105;20220708101500;-19,916237;-43,936707;20479;2;5397;112;1;7296
105;20220708101424;-19,901858;-43,990514;20846;0;5708;0;1;7443
105;20220708101459;-19,916701;-43,939931;20593;1;574;351;2;5593
105;20220708101455;-19,838347;-44,020466;11028;0;293;138;1;1498
105;20220708101223;-19,919439;-44,004563;40611;0;1077;0;3;16475
105;20220708101418;-19,992932;-44,040363;30566;0;206;0;0;2815
105;20220708101455;-19,833245;-44,013628;10771;8;5996;273;0;7249
105;20220708101451;-19,953622;-43,969885;10108;8;3637;182;1;0
105;20220708101451;-19,885976;-43,977918;40572;10;5700;216;0;2994
105;20220708101447;-19,912639;-43,977644;30900;21;7119;92;1;16176
105;20220708101454;-19,884703;-43,980350;40483;0;296;0;0;10785
105;20220708101456;-19,915985;-43,940922;11148;11;337;125;1;3168
105;20220708101501;-19,992940;-44,040300;30763;0;207;0;0;2624
105;20220708101454;-19,838346;-43,936789;10794;0;5559;0;0;8340
105;20220708101457;-19,837893;-43,915689;20696;11;844;113;1;11261
105;20220708101454;-19,919257;-43,958258;40410;17;660;98;3;8486
105;20220708101454;-19,819096;-43,991248;10477;18;5577;171;1;1352
105;20220708101502;-19,852420;-43,956174;40557;30;402;319;2;17032
105;20220708101453;-19,815449;-43,957720;20861;31;490;295;1;32247
105;20220708101456;-19,870849;-44,009938;40794;0;7121;0;0;421
105;20220708101503;-19,976204;-44,003901;31022;39;238;38;0;3174
105;20220708101450;-19,924008;-43,939781;20549;0;407;260;1;14157
105;20220708101451;-19,960395;-44,001786;30962;20;33;141;1;29944
105;20220708101457;-19,904860;-43,956356;11074;0;667;176;2;3234
105;20220708101455;-19,842521;-43,968464;10668;1;5710;143;1;5314
105;20220708101453;-19,930218;-43,961097;30946;0;206;227;1;20537
105;20220708101457;-19,949089;-44,011441;30937;18;905;243;1;22134
105;20220708101456;-19,904072;-44,008594;40447;26;364;256;1;24808
105;20220708101427;-19,919337;-43,888538;20534;0;6940;0;0;8383
105;20220708101454;-19,809472;-43,970184;10690;0;550;0;1;40759
105;20220708101447;-19,882092;-43,909734;10862;23;753;171;1;813
105;20220708101458;-19,905072;-43,989513;40472;0;606;0;1;31318
105;20220708101425;-19,797014;-44,013804;10887;0;5572;0;0;3032
105;20220708101455;-19,813895;-43,961195;10967;23;768;299;1;11939
105;20220708101457;-19,809234;-43,984511;40641;10;5602;324;1;17336
105;20220708101456;-19,953020;-43,969603;20884;10;629;342;1;15828
105;20220708101500;-19,917551;-43,995328;40756;0;3638;0;0;0
105;20220708101456;-19,874258;-43,909291;20759;0;763;0;1;7394
105;20220708101502;-19,959871;-44,033995;55;0;0
105;20220708101323;-19,822662;-43,947151;20689;2;558;197;1;14367
105;20220708101454;-19,915466;-43,935587;11093;0;712;0;1;9134
105;20220708101448;-19,881313;-43,930216;10753;22;502;198;1;10735
105;20220708101453;-19,938117;-43,997434;30990;26;66;94;1;2946
105;20220708101455;-19,973371;-44,019548;30532;0;3999;0;1;21077
105;20220708101456;-19,862965;-43,928614;30992;9;66;343;1;17614
105;20220708101455;-19,927972;-43,909783;40885;0;10;0;1;7004
105;20220708101451;-19,795950;-44,011549;10761;0;502;0;0;5350
105;20220708101456;-19,918896;-43,939941;40669;11;3409;16;1;4854
105;20220708101455;-19,937864;-43,935759;20815;3;624;126;1;6988
105;20220708101455;-19,972323;-44,016229;31025;15;922;245;1;16701
105;20220708101454;-19,903996;-43,909127;10625;0;679;0;1;4504
105;20220708101448;-19,907950;-43,932243;10759;40;502;2;1;23817
105;20220708101424;-19,899136;-43,945588;40394;0;648;0
105;20220708101456;-19,954784;-43,997658;30433;26;84;142;1;2260
105;20220708101415;-19,796871;-44,013010;40639;0;5602;0;0;3385
105;20220708101455;-19,862585;-43,920953;20701;0;844;0;0;1753
105;20220708101458;-19,889944;-43,970678;30921;24;353;49;2;17450
105;20220708101426;-19,830319;-44,013992;10902;0;5563;0;0;2722
105;20220708101455;-19,989590;-43,993146;30940;10;908;257;1;29496
105;20220708101456;-19,886544;-43,893059;40399;0;3405;0;0;3251
105;20220708101457;-19,866922;-43,958078;10863;22;394;341;1;28689
105;20220708101444;-19,876511;-43,907079;20374;0;2000;0;1;0
105;20220708101455;-19,807761;-43,958336;20490;11;3749;272;1;2817
105;20220708101424;-19,870317;-43,958629;11068;35;693;257;3;10519
105;20220708101454;-19,915350;-43,943317;40797;21;309;276;1;12373
105;20220708101451;-19,870625;-44,010203;40840;0;7121;0;0;425
105;20220708101456;-19,836290;-43,954759;10933;0;5614;0;1;10852
105;20220708101500;-19,943268;-43,915806;40856;32;93;119;1;10610
105;20220708101450;-19,917114;-43,945799;11176;30;5716;40;1;11568
105;20220708101500;-19,946401;-43,984438;30506;0;3405;202;1;14745
105;20220708101424;-19,994943;-44,024590;30443;0;264;0;1;14509
105;20220708101424;-19,869115;-44,014455;40660;0;307;0;0;2495
105;20220708101453;-19,921824;-43,946330;40784;30;355;200;1;6684
105;20220708101455;-19,965586;-44,015358;40759;0;821;0;1;19952
105;20220708101502;-19,788601;-43,987139;10645;15;1917;210;1;1907
105;20220708101451;-19,945609;-43,950987;20750;21;614;87;1;14478
105;20220708101457;-19,851898;-43,927803;99;0;2000;219
105;20220708101355;-19,890806;-43,938099;40703;0;3399;0;1;11405
105;20220708101455;-19,861567;-43,958595;30638;55;4023;160;1;6288
105;20220708101454;-19,946068;-43,934852;20466;12;565;194;1;13856
105;20220708101457;-19,937373;-43,959694;20728;3;651;163;1;8474
105;20220708101423;-19,876242;-43,906951;40389;0;821;0;0;6581
105;20220708101458;-19,775688;-43,985651;10927;0;768;0;1;802
105;20220708101456;-19,937348;-43,972626;30696;19;109;189;2;9003
105;20220708101454;-19,964961;-43,955940;30687;35;243;122;1;13275
105;20220708101452;-19,825919;-43,988635;11203;0;5600;0;1;10531
105;20220708101501;-19,962879;-43,987784;30817;0;5620;0;0;299
105;20220708101451;-19,920057;-43,945403;40723;33;739;282;2;7666
105;20220708101455;-19,991796;-44,011425;31026;23;922;161;1;3796
105;20220708101453;-19,916670;-43,943102;20771;0;664;64;2;5946
105;20220708101501;-19,887585;-44,010042;40698;0;7119;0;3;12272
105;20220708101457;-19,837795;-43,972889;11152;41;5583;223;1;4105
105;20220708101458;-19,809810;-43,969390;10966;0;505;0;1;10711
105;20220708101426;-19,863143;-43,921239;20618;0;5284;0;0;1707
105;20220708101455;-19,863909;-43,921011;20832;0;579;0;0;3946
105;20220708101425;-19,851820;-43,927094;20668;0;69;0;0;15386
105;20220708101451;-19,928567;-43,937140;40569;22;5700;194;1;15272
105;20220708101422;-19,874314;-43,908784;20726;0;2657;0;0;4081
105;20220708101428;-19,918991;-43,888623;20855;0;614;0;0;2501
105;20220708101425;-19,994986;-44,024886;30824;0;238;0;1;37825
105;20220708101455;-19,796358;-44,011105;10627;0;5574;185;0;8201
105;20220708101426;-19,821791;-43,948565;20521;0;4514;0;1;35830
105;20220708101427;-19,869394;-44,014838;40534;0;5569;112;0;9255
105;20220708101425;-19,801112;-43,978333;10478;0;5577;0;0;3729
105;20220708101456;-19,890669;-43,892156;20773;28;2374;289;2;1020
105;20220708101446;-19,871038;-44,010076;40458;0;307;0;0;15015
105;20220708101455;-19,921203;-43,937208;40716;29;739;331;3;4267
105;20220708101504;-19,804395;-43,971017;11206;0;548;0;1;3604
105;20220708101258;-19,874812;-43,908604;20723;0;698;0;0;4059
105;20220708101457;-19,855296;-43,917025;20369;8;1563;241;1;12825
105;20220708101459;-19,863244;-43,920923;20795;0;624;0;0;3819
105;20220708101441;-19,950174;-43,991188;10577;5;660;118;3;0
105;20220708101457;-19,796941;-44,013200;40514;0;502;0;0;5344
105;20220708101427;-19,851822;-43,927201;20671;0;3636;0;0;0
105;20220708101419;-19,886248;-43,893133;20578;0;952;29;0;8729
105;20220708101429;-19,988197;-44,034295;31074;0;245;0
105;20220708101234;-19,929668;-43,977915;30656;8;66;227;2;10470
105;20220708101503;-19,985021;-44,008738;20494;0;4023;0;2;2839
105;20220708101430;-19,917844;-43,994872;40853;0;749;0;0;3201
105;20220708101458;-19,950437;-43,937084;30909;20;100;212;1;13636
105;20220708101458;-19,945147;-43,934424;11192;45;585;14;2;7515
105;20220708101453;-19,818127;-43,949680;11010;1;3745;214;1;8300
105;20220708101502;-19,964042;-43,963861;30622;3;3637;41;0;10757
105;20220708101458;-19,977356;-44,021850;30866;40;4018;80;1;6148
105;20220708101454;-19,929990;-43,973290;30868;42;987;289;1;20006
105;20220708101454;-19,934886;-43,980557;40435;27;655;351;2;3919
105;20220708101456;-19,902659;-43,889979;40405;0;3405;0;2;14594
105;20220708101500;-19,901925;-43,897329;11062;16;693;186;1;992
105;20220708101458;-19,797645;-44,011613;10791;0;495;0;0;5486
105;20220708101323;-19,994268;-44,018044;30572;25;936;252;1;4014
105;20220708101458;-20,005113;-44,035449;30711;0;260;0;1;8589
105;20220708101456;-19,913220;-43,966754;40607;44;606;239;1;24857
105;20220708101247;-19,879941;-43,908619;20939;5;565;178;1;1762
105;20220708101455;-19,903407;-43,932704;20822;0;416;0;1;13449
105;20220708101426;-19,842120;-43,967131;40509;2;5564;32;1;26508
105;20220708101353;-19,858227;-43,924096;20675;4;5538;17;1;1162
105;20220708101457;-19,984810;-44,010049;30842;31;6640;172;1;3409
105;20220708101421;-19,837940;-43,936001;10820;0;5614;0
105;20220708101507;-19,944871;-43,988663;30424;0;84;113;0;2185
105;20220708101503;-19,812530;-43,959123;10800;0;4514;0;0;12046
105;20220708101456;-19,924752;-43,921028;20850;0;614;0;1;20207
105;20220708101457;-19,828220;-43,968854;10870;0;5605;0;1;10645
105;20220708101502;-19,874356;-43,908989;20843;0;727;0;0;8587
105;20220708101455;-19,850351;-43,964333;10716;8;5564;311;1;24571
105;20220708101458;-19,922042;-43,901156;11188;11;664;173;2;12700
105;20220708101500;-19,939408;-43,934892;30548;0;7079;0;1;13084
105;20220708101356;-19,898617;-43,918570;20825;0;624;20;2;12992
105;20220708101426;-19,962535;-43,964614;11181;0;636;0;3;13514
105;20220708101453;-19,933107;-43,938289;31039;28;100;104;1;11296
105;20220708101451;-19,922524;-43,945782;40795;17;7119;199;1;21783
105;20220708101427;-19,885787;-43,980486;40555;0;5569;0;0;6856
105;20220708101458;-19,919579;-43,938392;20927;28;716;148;1;6770
105;20220708101455;-19,998050;-43,962259;30876;59;238;33;1;11368
105;20220708101455;-19,871414;-43,904667;10913;0;303;0;1;18789
105;20220708101457;-19,867854;-43,950517;20575;24;952;14;2;19152
105;20220708101457;-19,918484;-43,936492;20915;2;372;105;1;13289
105;20220708101458;-19,907145;-43,881653;20633;29;612;155;1;21265
105;20220708101425;-19,902433;-43,890047;40411;0;655;0;2;17230
105;20220708101454;-19,874073;-43,908883;10617;0;1633;0;0;6441
105;20220708101450;-19,917399;-43,996146;20871;9;69;40;0;2347
105;20220708101432;-19,851666;-43,927287;20428;0;851;0
105;20220708101452;-19,895898;-43,889205;40398;15;660;198;2;26032
105;20220708101458;-19,961795;-43,989456;30829;0;3637;0
105;20220708101430;-19,974217;-44,022343;30551;0;917;224;1;12758
105;20220708101432;-19,877821;-44,006406;40631;0;309;0;2;27324
105;20220708101457;-19,797372;-43,990038;10871;27;521;20;1;3635
105;20220708101500;-19,973173;-44,016293;30805;30;924;347;1;12578
105;20220708101456;-19,915026;-43,934354;30860;0;597;0;1;11301
105;20220708101500;-19,962151;-43,989914;30545;0;5282;0;0;16653
105;20220708101507;-19,918680;-43,945766;40689;6;710;107;0;1366
105;20220708101452;-19,868418;-44,014812;40879;0;357;0;0;495
105;20220708101452;-19,910747;-43,896552;20930;4;614;78;1;22440
105;20220708101456;-19,891855;-44,007566;11060;46;368;4;1;23036
105;20220708101500;-19,885448;-43,980498;40570;0;7140;262;0;5762
105;20220708101433;-19,987694;-44,034313;30769;0;243;0;0;5276
105;20220708101501;-19,895977;-44,010252;11066;20;59;357;3;13984
105;20220708101459;-19,931235;-43,966866;40683;0;4054;0;2;7967
105;20220708101454;-19,942847;-44,015296;40737;12;962;17;1;39301
105;20220708101501;-19,973864;-43,948537;30877;0;5286;0;1;55596
105;20220708101502;-19,977058;-44,025198;30678;0;1022;227;1;860
105;20220708101452;-19,962471;-43,987582;31023;0;238;0;0;6529
105;20220708101455;-19,873911;-43,977017;10693;6;550;180;1;10903
105;20220708101458;-19,978814;-44,030016;31021;0;3999;0;1;1179
105;20220708101458;-19,861936;-43,901160;20309;0;7759;0;0;7540
105;20220708101428;-19,885957;-43,893570;30510;0;7619;0;0;3855
105;20220708101458;-19,923745;-43,926578;20347;0;629;0;1;5512
105;20220708101456;-19,938008;-43,953623;11069;1;348;13;2;7726
105;20220708101457;-19,881254;-43,939033;11197;0;585;0;2;20851
105;20220708101428;-19,848831;-43,942819;10672;0;5710;0;1;10776
105;20220708101451;-19,929211;-43,993941;31042;51;79;126;0;14671
105;20220708101501;-19,856549;-43,891589;10654;0;763;0;1;29789
105;20220708101431;-19,874094;-43,909866;20609;0;4023;0;0;11489
105;20220708101457;-19,868921;-43,951470;40288;17;686;121;3;1667
105;20220708101456;-19,910253;-44,023359;20895;0;376;0;3;20747
105;20220708101458;-19,844327;-43,926293;31052;0;66;0;1;20696
105;20220708101500;-19,797422;-44,011856;40515;0;502;0
105;20220708101501;-19,868991;-44,014586;40605;0;671;0;0;7194
105;20220708101459;-19,923004;-43,944520;30936;21;206;27;1;15974
105;20220708101432;-19,797702;-44,012037;20622;1;5602;15;0;4020
105;20220708101503;-19,794205;-44,002690;10969;26;768;271;0;4903
105;20220708101459;-19,801306;-43,972756;10873;14;1920;174;1;7983
105;20220708101456;-19,874314;-43,908544;20531;0;5700;0;0;22
105;20220708101456;-19,881333;-43,938400;11102;0;585;0;2;20822
105;20220708101459;-19,914890;-43,980555;20823;0;372;0;2;14218
105;20220708101455;-19,879388;-44,007987;40728;20;872;346;0;8365
105;20220708101459;-20,021028;-44,028876;30472;0;264;260;0;4462
105;20220708101457;-19,922000;-43,911373;40707;2;3399;249;1;2219
105;20220708101458;-19,829761;-44,013074;11016;0;3536;34;0;6286
105;20220708101459;-19,802499;-43,969826;10968;18;1921;64;1;4895
105;20220708101459;-19,911734;-43,921649;20684;36;660;86;3;13561
105;20220708101455;-19,916357;-43,934410;20334;0;763;0;1;13290
105;20220708101504;-20,018567;-44,028486;30811;14;934;352;1;9927
105;20220708101501;-19,921826;-43,933245;40663;43;700;120;2;9676
105;20220708101501;-19,976268;-44,028195;30468;0;3997;0;1;1155
105;20220708101502;-19,851210;-43,904995;10614;27;1563;112;1;4013
105;20220708101502;-19,973097;-43,944009;30910;28;660;121;2;9477
105;20220708101426;-19,797307;-44,012731;10720;0;495;0;0;5392
105;20220708101503;-19,962023;-43,989108;30719;0;3999;0;1;20892
105;20220708101433;-19,994781;-44,024130;30772;9;207;225;1;31250
105;20220708101451;-19,911664;-43,920353;20361;32;610;87;1;19146
105;20220708101501;-19,810420;-43,941859;10821;23;3755;68;1;1918
105;20220708101453;-19,804880;-43,948651;11204;9;3757;233;1;2919
105;20220708101457;-19,939298;-43,941723;31059;0;107;67;1;9463
105;20220708101502;-19,796200;-44,011646;20500;0;6900;0;1;6897
105;20220708101503;-19,883667;-43,961910;10996;0;734;0;2;11745
105;20220708101502;-19,795899;-44,011576;11151;0;5583;0;0;6720
105;20220708101454;-19,875004;-43,908775;20556;0;5284;0;0;5880
105;20220708101426;-19,874305;-43,909080;20505;0;5996;0;0;13205
105;20220708101326;-19,864062;-43,944242;40874;0;380;0;1;22466
105;20220708101459;-19,890716;-43,949824;10825;44;5675;192;1;5687
105;20220708101456;-19,799449;-43,938881;11131;6;3747;321;1;2972
105;20220708101456;-19,781635;-43,986921;10644;0;1917;0;1;14896
105;20220708101500;-19,912315;-43,929631;20548;22;502;331;1;23131
105;20220708101503;-19,857645;-43,896798;10366;22;3835;126;1;4658
105;20220708101502;-19,918942;-43,938881;40875;27;5979;159;1;7978
105;20220708101428;-19,874918;-43,908503;20946;0;641;0;0;2832
105;20220708101505;-19,792948;-43,985439;10952;29;1918;18;1;3307
105;20220708101432;-19,797256;-44,012778;10719;0;495;0;0;5369
105;20220708101457;-19,923456;-43,946686;20881;30;68;249;2;13915
105;20220708101434;-19,884832;-43,980207;40568;0;5700;0;0;3459
105;20220708101458;-19,924156;-43,926780;20813;25;416;148;1;16934
105;20220708101458;-19,863666;-43,946624;40817;24;380;186;1;21224
105;20220708101459;-19,816013;-43,979958;40577;0;5609;0;1;15999
105;20220708101452;-19,860895;-43,932988;10708;27;5282;337;0;1004
105;20220708101417;-19,808044;-43,927789;11138;0;3747;0;1;14002
105;20220708101502;-19,942279;-44,003278;31068;34;930;213;1;21594
105;20220708101429;-19,927458;-43,927575;30716;32;238;236;1;22287
105;20220708101500;-19,975999;-43,969687;40687;28;4054;81;2;529
105;20220708101231;-19,839311;-43,949997;11100;20;5619;42;1;13206
105;20220708101458;-20,018741;-44,029766;30712;14;260;141;1;4069
105;20220708101500;-19,927566;-43,933117;30542;0;6559;0;1;11686
105;20220708101432;-19,851726;-43,927665;20444;0;851;0;0;1886
105;20220708101455;-19,994819;-44,024610;30830;0;238;0;1;41995
105;20220708101504;-19,803510;-43,985653;40511;0;550;0;0;1984
105;20220708101507;-19,919385;-43,888228;20858;0;576;204
105;20220708101503;-19,868429;-43,937741;20768;49;4736;72;0;4417
105;20220708101458;-19,994450;-44,023781;30766;0;206;0;1;34163
105;20220708101458;-19,950210;-43,981305;30615;14;5620;1;2;2837
105;20220708101501;-19,839643;-43,966624;40623;1;5609;21;1;8748
105;20220708101501;-19,852451;-43,962194;30603;46;4661;143;1;5273
105;20220708101503;-19,874940;-43,909538;20308;0;8118;0;0;5844
105;20220708101501;-19,963723;-43,964173;30365;0;7358;0;0;0
105;20220708101459;-19,791635;-43,966212;11122;27;5784;90;1;15205
105;20220708101501;-19,839688;-43,966864;30632;25;495;204;1;5267
105;20220708101454;-19,796128;-44,011206;31093;0;3638;0;0;0
105;20220708101429;-19,911236;-43,963814;40866;28;357;75;1;10700
105;20220708101456;-19,969953;-43,983510;40709;17;7119;208;1;31336
105;20220708101502;-19,842487;-43,967257;10677;30;3740;340;1;24014
105;20220708101456;-19,876475;-43,905781;10466;0;746;0;0;7239
105;20220708101510;-19,947432;-44,007727;30762;48;207;243;1;24120
105;20220708101508;-19,961903;-43,989429;30590;0;3637;0
105;20220708101433;-19,929963;-43,979404;40644;30;402;257;1;17839
105;20220708101457;-19,890471;-43,913326;20864;29;639;188;1;4030
105;20220708101504;-19,913534;-43,940141;40500;26;5559;103;1;8590
105;20220708101432;-19,943264;-43,914488;20817;0;624;0;1;13361
105;20220708101502;-19,884738;-43,980343;40671;0;700;260;0;5741
105;20220708101458;-19,870842;-44,010429;40505;0;5559;0;0;9351
105;20220708101511;-19,912152;-43,928480;40407;23;655;271;1;6635
105;20220708101455;-19,951161;-43,937364;30853;0;5713;0;1;12705
105;20220708101252;-19,904571;-44,013042;40747;20;364;273;1;25800
105;20220708101458;-19,953876;-44,017798;31089;0;899;0;1;5136
105;20220708101501;-19,938974;-43,935175;20547;0;622;0;1;11707
105;20220708101500;-19,868503;-44,015085;11084;0;674;45;0;7660
105;20220708101502;-19,809174;-43,969539;30869;0;513;0;1;10270
105;20220708101503;-19,934430;-43,971906;20715;0;636;0;2;3925
105;20220708101504;-19,900127;-43,956752;40462;28;326;346;1;19103
105;20220708101502;-19,797611;-44,010756;30536;20;5602;303;0;2913
105;20220708101435;-19,864317;-43,930204;11180;0;821;0;2;23346
105;20220708101434;-19,876230;-43,906993;10997;0;334;0;0;10793
105;20220708101500;-19,955743;-43,984053;40711;0;7119;0;2;4105
105;20220708101459;-19,797364;-44,011948;10808;0;502;0;0;0
105;20220708101507;-19,939079;-44,002758;30785;0;84;0;1;10376
105;20220708101502;-19,989022;-44,035027;30342;0;934;0;1;13822
105;20220708101300;-19,994334;-44,023902;30565;0;1085;172;1;7900
105;20220708101500;-19,863003;-43,921264;20590;0;3636;0;1;0
105;20220708101432;-19,821000;-44,006144;11020;0;5567;0;1;14579
105;20220708101454;-19,918168;-43,910223;20657;0;3474;0;1;3454
105;20220708101300;-19,889278;-44,001685;30960;0;1066;0;1;24755
105;20220708101503;-19,972341;-44,016300;10552;20;911;248;1;10724
105;20220708101500;-19,927105;-43,932624;40843;22;288;250;1;18878
105;20220708101459;-19,944036;-43,956655;30629;12;952;178;1;16037
105;20220708101503;-19,899725;-43,976063;11164;0;340;0;2;12676
105;20220708101328;-19,907949;-43,904356;20888;0;629;300;1;33525
105;20220708101521;-19,871242;-44,010183;40498;1;2000;316;1;0
105;20220708101456;-19,925771;-43,934364;40828;42;345;329;1;16526
105;20220708101502;-19,948883;-44,008281;40772;44;7119;10;3;3882
105;20220708101457;-19,929113;-43,972321;20852;23;3474;87;1;12173
105;20220708101454;-19,861969;-43,929880;30991;17;66;307;1;18016
105;20220708101431;-19,963637;-43,963997;30737;0;100;0;0;5792
105;20220708101503;-19,959377;-44,001266;30891;55;1066;150;0;10815
105;20220708101503;-19,898485;-43,936744;40592;28;746;197;1;437
105;20220708101500;-19,897175;-43,934913;20920;16;372;155;2;5538
105;20220708101503;-19,925753;-43,950232;40700;0;7119;74;2;10372
105;20220708101432;-19,973414;-44,019946;30569;0;936;0;1;8998
105;20220708101503;-19,919998;-43,941693;30839;17;90;207;2;6060
105;20220708101458;-19,939313;-44,007959;20610;46;4023;182;1;17524
105;20220708101459;-19,870814;-43,927613;10762;14;502;340;1;28376
105;20220708101154;-19,968954;-44,014541;31086;31;899;205;1;29941
105;20220708101428;-19,945104;-43,989065;30676;0;3357;199;0;6078
105;20220708101459;-19,928372;-43,930076;40286;24;686;193;2;11494
105;20220708101453;-19,995133;-44,024084;31075;0;245;0;1;27526
105;20220708101502;-19,910555;-43,909094;20437;57;565;335;0;9932
105;20220708101505;-19,863102;-43,925376;10655;0;6039;0;1;18080
105;20220708101448;-19,839171;-43,917717;30986;0;3357;0;2;2149
105;20220708101455;-19,907454;-44,023978;40315;0;364;0;1;1117
105;20220708101429;-19,945420;-43,988957;31041;0;107;0
105;20220708101505;-19,996786;-43,971535;30703;7;285;240;1;2555
105;20220708101503;-19,976236;-43,970625;30483;21;643;80;2;2905
105;20220708101447;-19,907059;-43,892298;20851;13;614;75;0;0
105;20220708101403;-19,915952;-43,905146;20856;17;614;217;1;2501
105;20220708101503;-19,916737;-43,942958;11061;14;59;108;2;12746
105;20220708101500;-19,863669;-43,935392;30592;0;495;0;0;10001
105;20220708101458;-19,898732;-43,961259;40634;33;326;195;1;3129
105;20220708101500;-19,868515;-44,014916;40563;1;4023;249;0;12944
105;20220708101504;-19,920174;-43,930468;12345;0;989;0;1;0
105;20220708101458;-19,925965;-43,932273;20573;38;622;12;3;4216
105;20220708101456;-19,870977;-43,983371;11019;0;293;0;1;7819
105;20220708101433;-19,903002;-43,989509;11083;0;5706;0;1;11043
105;20220708101500;-19,902209;-43,964168;10530;0;877;0
105;20220708101430;-19,953322;-43,970013;30693;0;109;0;0;2335
105;20220708101452;-19,827394;-43,889728;20849;3;6762;359;1;1829
105;20220708101459;-19,922254;-43,925663;40765;2;1041;194;2;8662
105;20220708101437;-19,874069;-43,909204;20485;0;5397;0;0;5997
105;20220708101456;-19,839407;-43,877809;20370;5;8118;294;1;15272
105;20220708101504;-19,842735;-43,931730;11008;0;813;99;1;8891
105;20220708101501;-19,924000;-43,940527;31082;20;899;121;1;14782
105;20220708101220;-19,954082;-43,926594;20818;30;624;257;2;2389
105;20220708101434;-19,936644;-43,912951;40884;13;10;265;1;2676
105;20220708101457;-19,833814;-43,974768;10684;24;5607;194;1;2974
105;20220708101501;-19,800483;-43,978767;10987;0;5584;0;0;7621
105;20220708101458;-19,860946;-43,950167;40325;1;1248;274;1;13295
105;20220708101432;-19,973109;-44,019152;31069;0;899;0
105;20220708101504;-19,931974;-43,897651;20423;11;3474;167;2;13808
105;20220708101507;-19,875639;-43,928326;40877;38;821;74;2;21233
105;20220708101500;-19,914253;-43,952474;40858;0;737;0;1;8081
