ID_REDE_PRIORIZACAO_ONIBUS;NOME_ROTA;SITUACAO;INFRAESTRUTURA_ATUAL;INFRAESTRUTURA_PLANEJADA;ANO_IMPLANT_INFRA_ATUAL;HORIZONTE_IMPLANTACAO;POSICIONAMENTO_VIA;SISTEMA_BRT;REFERENCIA_LOGRADOURO;EXTENSAO_REDE_PLANEJADA;TIPO_LOGRADOURO;NOME_LOGRADOURO;LOGRAD_INICIAL;LOGRAD_FINAL;GEOMETRIA;EXTENSAO_TRECHO
1117;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;628.87;TUN;PREFEITO SOUZA LIMA;RUA CYRO BORJA;TUN PRESIDENTE TANCREDO NEVES;MULTILINESTRING ((611277.124548392 7798637.17100406, 611239.985265683 7798602.05815118, 611223.617264755 7798574.2738066, 611203.283012721 7798525.48373768, 611177.514749296 7798440.32107229, 611177.514749296 7798345.08045824, 611175.280125492 7798274.49482574, 611161.822907601 7798188.21238828, 611138.297513825 7798126.59493034, 611087.338196076 7798059.14865883, 611022.171288605 7798023.17598096));628.87
1102;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;81.48;AVE;CRISTIANO MACHADO;RUA ENGENHEIRO BERNARDO SAYAO;RUA DO PATRIARCA;MULTILINESTRING ((612026.762499183 7801350.52870796, 612043.006812446 7801430.372456));81.48
1103;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;83.433;AVE;CRISTIANO MACHADO;;RUA ENGENHEIRO BERNARDO SAYAO;MULTILINESTRING ((612009.907993442 7801268.82533845, 612017.898216564 7801310.48685837, 612026.762499183 7801350.52870796));83.433
1114;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;127.414;AVE;CRISTIANO MACHADO;RUA ALBERTO CINTRA;;MULTILINESTRING ((612084.846226403 7800914.53745272, 612039.485836931 7801033.60321723));127.414
1115;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;84.259;AVE;CRISTIANO MACHADO;RUA TABELIAO FERREIRA DE CARVALHO;RUA PROFESSOR PIMENTA DA VEIGA;MULTILINESTRING ((612083.287761831 7800687.88358746, 612086.849966567 7800772.06645228));84.259
1118;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;139.759;AVE;CRISTIANO MACHADO;RUA JACUI;AVE SILVIANO BRANDAO;MULTILINESTRING ((611736.508779964 7798810.46573042, 611868.112454928 7798857.50615548));139.759
1119;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;133.386;AVE;CRISTIANO MACHADO;RUA VARGINHA;RUA MACHADO;MULTILINESTRING ((611487.822361842 7798724.05331941, 611613.744650086 7798768.04436516));133.386
1104;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;135.532;AVE;CRISTIANO MACHADO;;;MULTILINESTRING ((612025.039117725 7801065.77666842, 612004.193623345 7801142.23110634, 611997.432031022 7801198.1097324));135.532
2057;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2018;0;CENTRAL;NÃO;;202.557;VDT;DONA MARGARIDA GENARO;TUN PREFEITO SOUZA LIMA;RUA DOIS MIL CENTO E NOVENTA E SEIS;MULTILINESTRING ((611087.338196076 7798059.14865883, 611074.252041178 7798029.3247294, 611048.830103213 7797996.12148783, 611035.743948316 7797956.83948357, 611034.787430377 7797918.70724527, 611043.998038456 7797870.96696267));202.557
1091;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;24.765;AVE;CRISTIANO MACHADO;RUA PITANGUI;RUA TAMBORIL;MULTILINESTRING ((611339.174526719 7798672.73376536, 611362.254644903 7798681.71193788));24.765
1094;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;92.074;AVE;CRISTIANO MACHADO;RUA QUELUZITA;ACS TRES MIL CENTO E QUARENTA E UM;MULTILINESTRING ((612278.541108916 7802273.84077047, 612281.418908575 7802313.54268926, 612277.518624223 7802374.40030187, 612274.113090529 7802395.81594278));92.074
1095;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;169.404;AVE;CRISTIANO MACHADO;VDT ANIBAL MACHADO;;MULTILINESTRING ((612212.063112202 7802031.84002902, 612261.5051946 7802193.86704889));169.404
1096;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;112.36;AVE;CRISTIANO MACHADO;PCA MANOEL BANDEIRA;RUA DOUTOR JARBAS VIDAL GOMES;MULTILINESTRING ((612229.222714182 7799946.73444622, 612200.469455121 7800055.35233736));112.36
1419;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;105.042;AVE;DOS ANDRADAS;RUA LEVI COELHO;RUA PACIFICO MASCARENHAS;MULTILINESTRING ((612784.019610103 7796965.09135102, 612884.552943759 7796995.53515428));105.042
1420;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;317.98;AVE;DOS ANDRADAS;RUA PONTA PORA;RUA EXPEDICIONARIO NILO SEABRA;MULTILINESTRING ((613103.587305793 7797031.3778586, 613175.136496749 7797039.18626922, 613250.396317639 7797038.21646662, 613284.344458605 7797035.34705068, 613417.976611266 7797006.70288112));317.98
1421;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;107.918;AVE;DOS ANDRADAS;RUA EXPEDICIONARIO NILO SEABRA;RUA TENENTE ANASTACIO DE MOURA;MULTILINESTRING ((613417.976611266 7797006.70288112, 613464.598614915 7797000.65411233, 613525.461191664 7797002.9136524));107.918
1948;ROTA LESTE 2;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2021;2020;LATERAL;NÃO;;120.866;RUA;NIQUELINA;RUA CORONEL OTAVIO DINIZ;RUA JOAO GOMES;MULTILINESTRING ((614358.398661533 7797395.83367467, 614476.231776522 7797422.73819834));120.866
1949;ROTA LESTE 2;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2021;2020;LATERAL;NÃO;;115.925;RUA;NIQUELINA;RUA CONEGO PINHEIRO;RUA CORONEL OTAVIO DINIZ;MULTILINESTRING ((614245.265677792 7797370.54882133, 614358.398661533 7797395.83367467));115.925
1422;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;275.356;AVE;DOS ANDRADAS;AVE ALPHONSUS DE GUIMARAES;RUA ANA DE SA;MULTILINESTRING ((614121.338883868 7797436.98529838, 614169.948135992 7797501.0922496, 614200.729872749 7797547.58278658, 614229.169789726 7797600.64198654, 614255.276132767 7797675.14682129));275.356
1951;ROTA LESTE 2;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2021;2020;LATERAL;NÃO;;118.843;RUA;NIQUELINA;RUA CARDOSO;AVE MEM DE SA;MULTILINESTRING ((613935.510536814 7797136.02655766, 614039.853450535 7797192.91497819));118.843
1952;ROTA LESTE 2;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;150.567;RUA;NIQUELINA;RUA FRUTAL;RUA CARDOSO;MULTILINESTRING ((613803.280177683 7797064.02121414, 613935.510536814 7797136.02655766));150.567
1429;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;157.376;AVE;DOS ANDRADAS;RUA JOAO RIBEIRO;RUA SANTA LUZIA;MULTILINESTRING ((613602.213510371 7797017.90060185, 613658.730527175 7797043.59537176, 613715.701065416 7797076.36870084, 613741.353887021 7797091.06570931));157.376
1430;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;154.303;AVE;DOS ANDRADAS;RUA MOYSES KALIL;AVE MEM DE SA;MULTILINESTRING ((613838.605374647 7797202.43304081, 613974.876197483 7797274.818307));154.303
1431;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;78.563;AVE;DOS ANDRADAS;RUA TENENTE ANASTACIO DE MOURA;RUA JOAO RIBEIRO;MULTILINESTRING ((613525.461191664 7797002.9136524, 613563.474533868 7797006.46292996, 613602.213510371 7797017.90060185));78.563
1953;ROTA LESTE 2;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2021;2020;LATERAL;NÃO;;16.815;RUA;NIQUELINA;AVE MEM DE SA;VDP QUATRO MIL SETECENTOS E VINTE E OITO;MULTILINESTRING ((614039.853450535 7797192.91497819, 614054.910362219 7797200.40345393));16.815
821;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;289.265;AVE;RISOLETA NEVES;VDT UM MIL NOVECENTOS E SETENTA E NOVE;;MULTILINESTRING ((612514.429976691 7803632.96412485, 612565.009985602 7803712.86786068, 612652.671556312 7803886.72247307));289.265
1944;ROTA LESTE 2;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;107.576;RUA;NIQUELINA;RUA TENENTE ANASTACIO DE MOURA;RUA JOAO RIBEIRO;MULTILINESTRING ((613447.397783714 7796711.86289494, 613493.76416619 7796734.58826926, 613512.853295735 7796749.13530825, 613535.595334303 7796771.56074362));107.576
1945;ROTA LESTE 2;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;167.035;RUA;NIQUELINA;RUA JOAO RIBEIRO;RUA SANTA LUZIA;MULTILINESTRING ((613535.595334303 7796771.56074362, 613647.277049448 7796895.77546007));167.035
1417;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2025;LATERAL;NÃO;;126.992;AVE;DOS ANDRADAS;RUA JORDAO;RUA PIRITE;MULTILINESTRING ((614222.589605978 7797879.34525729, 614171.646779917 7797995.67157941));126.992
1946;ROTA LESTE 2;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;246.545;RUA;NIQUELINA;RUA CORONEL ANTONIO PEREIRA DA SILVA;RUA TENENTE ANASTACIO DE MOURA;MULTILINESTRING ((613225.864930858 7796603.66491833, 613447.397783714 7796711.86289494));246.545
1947;ROTA LESTE 2;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;229.443;RUA;NIQUELINA;RUA SANTA LUZIA;RUA FRUTAL;MULTILINESTRING ((613647.277049448 7796895.77546007, 613803.280177683 7797064.02121414));229.443
747;ROTA  AMAZONAS;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2018;0;LATERAL;NÃO;;148.833;AVE;AFONSO VAZ DE MELO;RUA AGNELO MACEDO;RUA BENEDITO SANTOS;MULTILINESTRING ((602575.458225585 7791113.38244941, 602440.300591729 7791051.06513392));148.833
290;ROTA HOSPITALAR;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;141.491;AVE;JOAO PINHEIRO;AVE ALVARES CABRAL;RUA DOS GUAJAJARAS;MULTILINESTRING ((611312.392024445 7796333.05000121, 611321.948957984 7796371.08225985, 611329.658822401 7796399.39649657, 611347.494583613 7796470.12210058));141.491
291;ROTA HOSPITALAR;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2014;2020;LATERAL;NÃO;;136.992;RUA;DOS GUAJAJARAS;AVE AFONSO PENA;RUA GOIAS;MULTILINESTRING ((611580.720043681 7796264.57393931, 611543.053026937 7796273.51211997, 611447.945458827 7796298.27707914));136.992
283;ROTA HOSPITALAR;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2014;2020;LATERAL;NÃO;;138.766;RUA;SERGIPE;RUA GOIAS;RUA DOS TIMBIRAS;MULTILINESTRING ((611447.945458827 7796298.27707914, 611417.864618835 7796185.23008952, 611412.587278486 7796164.09439163));138.766
287;ROTA HOSPITALAR;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2014;2020;LATERAL;NÃO;;86.007;RUA;DOS GUAJAJARAS;;AVE JOAO PINHEIRO;MULTILINESTRING ((611395.708035212 7796311.71434402, 611312.392024445 7796333.05000121));86.007
1714;ROTA RAJA GABAGLIA;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2021;;LATERAL;NÃO;;136.36;RUA;SAO PAULO;RUA DOS CARIJOS;RUA DOS TAMOIOS;MULTILINESTRING ((610948.898716191 7797154.13287217, 610921.233908578 7797047.55456588, 610916.937823699 7797021.65983667));136.36
1589;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;188.735;AVE;AMAZONAS;RUA MATO GROSSO;RUA DOS AIMORES;MULTILINESTRING ((610057.160130647 7796521.18170755, 609893.587317348 7796427.03087167));188.735
1519;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;463.927;AVE;RISOLETA NEVES;RUA DOUTOR BENEDITO XAVIER;VDT UM MIL NOVECENTOS E SETENTA E NOVE;MULTILINESTRING ((612240.725666974 7803285.62482476, 612256.137149964 7803280.74581787, 612268.819258491 7803279.9659766, 612280.132556865 7803282.3055004, 612291.981835118 7803292.84335545, 612368.841349801 7803424.15662701, 612404.455151315 7803475.89609559, 612465.730020279 7803546.88164669, 612514.429976691 7803632.97412282));463.927
313;ROTA LESTE 3;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2014;2025;LATERAL;NÃO;;21.844;AVE;DOS ANDRADAS;RUA DOS CARIJOS;AVE ASSIS CHATEAUBRIAND;MULTILINESTRING ((611446.716828027 7797021.89978783, 611458.689793945 7797003.62350792));21.844
230;ROTA NOSSA SENHORA DO CARMO;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2009;0;LATERAL;NÃO;;32.441;AVE;NOSSA SENHORA DO CARMO;RUA CRISTINA;RUA MAJOR LOPES;MULTILINESTRING ((611437.126911111 7794001.17464768, 611428.287366025 7793969.96100112));32.441
1600;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;252.272;AVE;AMAZONAS;AVE AMINTAS VIDAL GOMES;RUA TRES MIL SETECENTOS E VINTE E UM;MULTILINESTRING ((606095.699859822 7795770.7944467, 605849.87474967 7795714.0959875));252.272
333;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;49.86;AVE;PRESIDENTE ANTONIO CARLOS;VDT JOSE ALENCAR;AVE ANTONIO ABRAHAO CARAM;MULTILINESTRING ((609026.066776502 7803536.46376722, 609008.511373996 7803583.13426757));49.86
2030;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;18.925;RUA;PADRE EUSTAQUIO;RUA MANGA;VDP TRES MIL QUINHENTOS E NOVENTA E CINCO;MULTILINESTRING ((608558.618109208 7797966.697477, 608539.693896548 7797966.86744241));18.925
352;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;76.728;AVE;PRESIDENTE ANTONIO CARLOS;RUA CARLOS ALBERTO FERES;VDT JOSE ALENCAR;MULTILINESTRING ((609051.332043425 7803464.0285112, 609026.066776502 7803536.46376722));76.728
355;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;31.304;AVE;PRESIDENTE ANTONIO CARLOS;RUA FLOR DE GELO;RUA CARLOS ALBERTO FERES;MULTILINESTRING ((609061.251794113 7803434.32455736, 609051.332043425 7803464.0285112));31.304
1244;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;24.282;AVE;PRESIDENTE CARLOS LUZ;TRV IPE;BEC ALAMEDA DOS LIRIOS;MULTILINESTRING ((608105.5007193 7800452.14157206, 608093.90706222 7800473.47722925));24.282
754;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;56.169;AVE;ANTONIO ABRAHAO CARAM;AVE PRESIDENTE ANTONIO CARLOS;TRI TRES MIL CENTO E TRINTA E OITO;MULTILINESTRING ((608945.941907478 7803758.78851366, 608892.68199917 7803740.92215031));56.169
755;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;140.522;AVE;ANTONIO ABRAHAO CARAM;TRI TRES MIL CENTO E TRINTA E OITO;RUA QUATRO MIL SETECENTOS E NOVENTA E DOIS;MULTILINESTRING ((608892.68199917 7803740.92215031, 608881.871697298 7803738.00274454, 608763.956123866 7803698.01088477, 608728.993744051 7803685.49343266, 608709.195471896 7803670.08656869));140.522
351;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;13.054;AVE;PRESIDENTE ANTONIO CARLOS;TRI TRES MIL CENTO E TRINTA E OITO;VDT JOSE ALENCAR;MULTILINESTRING ((608985.513714254 7803648.7509115, 608981.984492896 7803661.31835343));13.054
353;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;25.251;AVE;PRESIDENTE ANTONIO CARLOS;AVE ANTONIO ABRAHAO CARAM;VDT JOSE ALENCAR;MULTILINESTRING ((609008.511373996 7803583.13426757, 608999.713058132 7803606.80944856));25.251
356;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;51;AVE;PRESIDENTE ANTONIO CARLOS;VDT JOSE ALENCAR;AVE ANTONIO ABRAHAO CARAM;MULTILINESTRING ((608964.371369479 7803711.23819239, 608945.941907478 7803758.78851366));51
994;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;382.292;TRI;QUATRO MIL CENTO E SETENTA E OITO;AVE DOM PEDRO I;VDT TERMINAL ESTACAO VILARINHO;MULTILINESTRING ((610046.41579553 7808005.24415992, 610020.11979807 7808058.36334767, 610001.508927494 7808083.62820508, 609974.578000023 7808112.98223015, 609973.522531953 7808141.27647094, 609973.374106756 7808171.6902803, 609968.682221351 7808195.13550809, 609959.150025345 7808210.42239649, 609948.100593989 7808220.05043673, 609936.902737435 7808223.63970614, 609924.352562416 7808223.27977941, 609910.276906203 7808220.10042655, 609894.238739047 7808209.66255115, 609881.828743382 7808197.40504613, 609857.379815044 7808165.66150744, 609821.790751063 7808120.05079137, 609809.677605792 7808104.52395181, 609793.268375643 7808077.07953804));382.292
1145;BRT CRISTIANO MACHADO;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;81.77;AVE;CRISTIANO MACHADO;;RUA QUELUZITA;MULTILINESTRING ((612261.5051946 7802193.86704889, 612278.541108916 7802273.84077047));81.77
1251;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;114.246;AVE;PRESIDENTE ANTONIO CARLOS;TRE SAO FRANCISCO X PRESIDENTE ANTONIO CARLOS;TRE SAO FRANCISCO X PRESIDENTE ANTONIO CARLOS;MULTILINESTRING ((609722.980798864 7801519.26436231, 609689.543900244 7801628.51212524));114.246
1601;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;26.371;AVE;AMAZONAS;TRE TRES MIL NOVECENTOS E CINQUENTA E TRES;TRE TRES MIL NOVECENTOS E CINQUENTA E TRES;MULTILINESTRING ((603977.30947681 7794116.12125063, 603957.197862572 7794099.06472244));26.371
1291;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;63.872;AVE;PRESIDENTE ANTONIO CARLOS;RUA FRANCISCO LESSA;RUA JURITI;MULTILINESTRING ((609818.269775549 7800928.87453445, 609836.946612879 7800989.95210229));63.872
1602;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;205.872;AVE;AMAZONAS;RUA PRESCILIANO ROMUALDO SILVA;RUA TRES MIL SEISCENTOS E SESSENTA E QUATRO;MULTILINESTRING ((604844.186841801 7795069.13726698, 604796.954645673 7795070.33702278, 604763.311600946 7795070.33702278, 604738.25248013 7795068.62737077, 604709.416762627 7795062.78855924, 604689.849374113 7795058.32946688, 604642.823324093 7795040.27314219));205.872
1603;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;72.631;AVE;AMAZONAS;RUA TRES MIL SEISCENTOS E SESSENTA E QUATRO;RUA TRES MIL CENTO E QUARENTA E DOIS;MULTILINESTRING ((604642.823324093 7795040.27314219, 604582.628660733 7794999.6314147));72.631
984;ROTA HOSPITALAR;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;267.775;PCA;HUGO WERNECK;;;MULTILINESTRING ((612366.111975339 7796488.63833166, 612244.906310032 7796520.22190291, 612232.479822678 7796525.42084468));267.775
2031;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;45.236;RUA;PADRE EUSTAQUIO;TRV QUINHENTOS E SETENTA E UM;RUA PRADOS;MULTILINESTRING ((608958.21172379 7797782.09505229, 608921.20437459 7797808.11975504));45.236
2039;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2018;0;CENTRAL;NÃO;;218.861;VDT;WANDER PIROLLI;;;MULTILINESTRING ((610823.652587179 7798042.18211232, 610843.739463884 7798030.10457067, 610897.906415064 7797995.76156109, 610945.204577946 7797950.05086537, 610988.808602583 7797901.1608168));218.861
1782;BRT ROTOR PARANA/SANTOS DUMONT;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;46.002;AVE;PARANA;;RUA PADRE BELCHIOR;MULTILINESTRING ((610655.157004835 7796944.03563685, 610644.214769454 7796899.55469082, 610645.674283895 7796890.8064715, 610657.878133453 7796869.7007675));46.002
765;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;RUA DOIS MIL CENTO E SESSENTA E QUATRO;191.537;;;;;MULTILINESTRING ((608191.241008289 7805537.61643839, 608109.788558334 7805710.97115254));191.537
918;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2018;0;CENTRAL;NÃO;VDT NOVO VIADUTO LAGOINHA (LESTE);247.893;;;;;MULTILINESTRING ((611022.154796916 7798023.17598096, 611020.291236105 7798023.57589956, 610994.424022549 7798024.41572862, 610956.435417877 7798021.3963432, 610904.964857782 7798012.58813609, 610868.353309108 7798008.45897657, 610846.881130561 7798006.24942632, 610830.092591574 7798005.97948126, 610823.487670293 7798007.62914548, 610818.812276577 7798010.37858584, 610818.531917871 7798010.37858584, 610814.681108585 7798013.68791223, 610811.92699659 7798020.29656706, 610811.654883728 7798026.62527887, 610811.786817237 7798032.19414534, 610812.157880231 7798034.59365693, 610813.435986096 7798037.22312171, 610815.390251194 7798040.11253358, 610817.616629154 7798041.66221815, 610819.397731522 7798042.5320411, 610821.401471686 7798042.84197801, 610823.652587179 7798042.19211029));247.893
1517;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;29.244;AVE;CRISTIANO MACHADO;;RUA ARMANDO SANTANA MARTINS;MULTILINESTRING ((610946.845500961 7806696.04064451, 610941.304293594 7806724.75479982));29.244
1515;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;51.868;AVE;CRISTIANO MACHADO;;TRE WALDOMIRO LOBO X CRISTIANO MACHADO;MULTILINESTRING ((611761.312279607 7805172.30079733, 611752.118163217 7805223.35040633));51.868
1516;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;47.632;AVE;CRISTIANO MACHADO;TRE WALDOMIRO LOBO X CRISTIANO MACHADO;;MULTILINESTRING ((611764.660092391 7805124.79046792, 611761.312279607 7805172.30079733));47.632
1957;ROTA LESTE 2;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2021;2020;LATERAL;NÃO;;22.527;RUA;NIQUELINA;VDP QUATRO MIL SETECENTOS E VINTE E OITO;RUA AMERICO TURCI;MULTILINESTRING ((614054.910362219 7797200.40345393, 614075.401285295 7797209.76154911));22.527
489;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;156.633;AVE;PRESIDENTE CARLOS LUZ;RUA FREI ORLANDO;RUA SERRA NEGRA;MULTILINESTRING ((608318.672286039 7798790.89971303, 608231.150894682 7798937.04996457));156.633
332;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;52.933;AVE;PRESIDENTE ANTONIO CARLOS;VDT JOSE ALENCAR;VDT JOSE ALENCAR;MULTILINESTRING ((608981.984492896 7803661.31835343, 608964.371369479 7803711.23819239));52.933
1829;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;134.231;RUA;PARA DE MINAS;RUA ITAMARATI;RUA MONTE LIBANO;MULTILINESTRING ((606048.987151885 7797664.77893165, 605916.336254696 7797685.36474146));134.231
